name,address,city,postal,state,phone,websites,owners,primary_email,contacts,other_emails
The Carpet Dealer,425 Main St,Woodland,95695,CA,(530) 666-5825,http://www.monleyscarpetonewoodland.com/,Tom Monley,tmonley@gmail.com,"Tom Monley,Debbie Codd,Tom Monley",Debbie Codd
Bishop-Parker Furniture Co.,3035 E South Blvd,Montgomery,36116,AL,(334) 281-6400,www.bishopparker.net,Charles Parker III,cparker@thelink.net,"Charles Parker III,Charles Parker III,Charles Parker III",cparker@thelink.net
Gentile's Floor Center,1100 Central Ave,Albany,12205,NY,(518) 459-2440,http://www.gentilesfloorcenter.com/,rudy,,"rudy paulson,Rudy,rudy paulson",Rudy
Rainbow Carpet & Rug Inc.,515 E. Gude Drive,Rockville,20850,MD,(301) 762-0011,www.CarpetPalaceUSA.com,Mark Afkhami,Carpetpalace1@hotmail.com,"Mark Afkhami,,Mark Afkhami",
Kings Carpet One,735 Bighorn Ave.,Worland,82401,WY,(307) 347-4225,http://www.kingscarpetoneworland.com/,Mike King,michaelking@rtconnect.net,"Mike King,,Mike King",
Mary Ann`s Interiors,86 Atlantic Avenue,Ocean View,19970,DE,(302) 539-2400,http://maryannsinteriors.hdspd.com/Home/home/sb.cn,Mary Ann,,"Mary Ann,Mary Ann,Mary Ann",Mary Ann
Stokes Floor Covering,4064 Ross Clark Cir NW,Dothan,36304,AL,(334) 794-4148,www.stokesfloorcoveringco.com,Bob & Debbie Rainey,sportmdl@aol.com,"Bob Rainey,Bob Rainey,Bob Rainey",
DC Carpet One Floors & Home,4824 Macarthur Blvd N.W.,Washington,20007,DC,(202) 333-2363,http://www.carpetonedc.com/,,,",,",
Floor Stores Of America,401 Boyd Blvd,La Porte,46350,IN,(219) 326-7011,N/A,Jim Roy,thefloorstore@csi.net.net,",,",
Allen Carpet,40 Nardozzi Place,New Rochelle,10805,NY,(914) 633-9800,http://www.allencarpet.com/,Eddie Shahin & Kenny Banks,eddie@allencarpet.com,",,",
William Fowler,600 Huntington Pike Rear,Rockledge,19046,PA,(215) 379-5976,N/A,William Fowler,fowler@netreach.net,"Wm Fowler,William Fowler,Wm Fowler",
Baker Interiors Inc,229 W Littleton Blvd,Littleton,80120,CO,(303) 794-7900,www.bakerinteriors.com,Debbie Baker,debbie@bakerinteriors.com,",Debbie,",
YANCEYS HOUSE OF CARPET,13408 WICKER AVE,CEDAR LAKE,46303,IN,(219) 374-9427,http://yanceyshouseofcarpet.com/,Rich Yancey,,",Carol Yancey,",
Carpet Gallery - Carpet One,117 Water St (Route 206 N),Newton,7860,NJ,(973) 383-5435,http://www.carpetgallerycarpetonenewton.com/,,,",,",
Jack's Carpet,13885 SW Freeway,Sugarland,77478,TX,(281) 491-1114,http://www.jackscarpet.com/,David Fitzpatrick,David@jackscarpet.com,"Kurt Duitsman,David Fitzpatrick,Kurt Duitsman",David@jackscarpet.com
JB Factory Carpets of Tampa Inc,1251 E Fowler Ave,Tampa,33612,FL,(813) 549-1988,www.jbfactorycarpet.com & www.rugsrus.biz,Bill Boukalis,,",Steve Boukalis,",Steve Boukalis
Kelletts Floors & Interiors Inc,660 W Main St,Rock Hill,29730,SC,(803) 324-7696,www.kellettsfloors.com/,Howard Kellett,howkellett@rhtc.net,"HOWARD KELLETT,Howard Kellett,HOWARD KELLETT",howkellett@rhtc.net
Newport Carpet One Floor & Home,350 E. Olive,Newport,97365,OR,(541) 265-3530,www.carpetonenewport.com,Jeff Norman & Rick Keller,jnorman@112.com,"Jeff Norman,,Jeff Norman",
Workman Floorcovering,5221 S. Commerce Dr.,Murray,84107,UT,(801) 293-9130,http://workmanflooring.com/,Tony Workman,workmanfc@msn.com,"Tony Workman,,Tony Workman",
Broadway Carpet,1285 2ND AVE,NEW YORK,10021,NY,(212) 472-6900,http://www.broadwaycarpet.com/,Sara Koenig,"sara@broadwaycarpet,com",",Sara Koenig,",
Staggs Carpets and Interiors,903 Varsity Dr,Tupelo,38802,MS,(601) 842-1292,http://www.staggsinteriors.com/,,info@staggsinteriors.com,",,",
Beckmanns Furniture,151 West Second Street,Delphos,45833,OH,(419) 692-8756,N/A,Joan Beckmann Patthoff,beckmanns@embarqmail.com,"Joan Beckmann,Joan Beckmann Patthoff,Joan Beckmann",beckmanns@embarqmail.com
Carpetland,905 N. Main Street,Opelousas,70570,LA,(337) 948-8273,N/A,Paul Manuel,PMan905@yahoo.com,"Paul Manuel,,Paul Manuel",
Carolina Carpets,5421 Richmond Rd,Williamsburg,23188,VA,(757) 565-3006,http://www.carolina-furniture.com,Joe Steele,joe@carolina-furniture.com,"Geoffrey Reid,Geoffrey Reid,Geoffrey Reid",Geoffrey Reid
Edstrom's,3515 23rd Ave,Moline,61265,IL,(309) 764-7429,www.edstromscarpets.com,Le Ann Holden,edstroms@sbcglobal.net,"Le Ann Holden,Le Ann Holden,Le Ann Holden",edstroms@sbcglobal.net
Seminole Carpet,149 Zan Rd,Charlottesville,22901,VA,(804) 974-7449,http://www.seminolecarpetandfloors.com/,Ken Buynak,seminolecarpet@aol.com,"Ken Buynak,Same,Ken Buynak",Same
MAZZULLO & SONS CPT ONE & FURN,100 LENOX AVENUE,ONEIDA,13421,NY,(315) 363-2390,http://www.mazzulloandsonscarpetoneoneida.com/,john&mike mazzullo,carpetone23@yahoo.com,"john mazzullo,,john mazzullo",
Furniture Galleries Carpet One,465 Pittsburgh Rd,Butler,16002,PA,(724) 586-9350,www.furnitureandfloors.com,Jody Offstein,jboffstein@furnitureandfloors.com,"Carl Wilkinson,Carl Wilkinson,Carl Wilkinson",Carl Wilkinson
Bonomo`s Decorators,76-78 N Wyoming St,Hazelton,18201,PA,(717) 455-4401,http://bonomoscarpetandfloor.com/,Nick Bonomo,bonoz@ptd.net,"Nick Bonomo,,Nick Bonomo",
Flooring CA,125 Cross Ave UnitC5,Oakville,L6J2W7,ON,(905) 849-4472,www.flooringca.com,Paul Kircos,customercare@flooringca.com,",Louie Kircos,",louiek19@hotmail.com
"Capitol Carpet & Furniture, Inc.",1905 14th Street N.W.,Washington,20009,WA,(202) 234-8882,www.capitolcarpetinc.com,Kacey Kavoos-Rad,kavoosrad@aol.com,"Kacey Kavoos-Rad,Kevin Kaveh-Rad,Kacey Kavoos-Rad",Kevin Kaveh-Rad
Finstad's Carpet One,501 Fuller Ave.,Helena,59601,MT,(406) 442-5501,http://www.finstadscarpetonehelena.com/,Doug Hogan,finstads@in-tch.com,"Doug Hogan,Doug Hogan,Doug Hogan",finstads@in-tch.com
Unclaimed Freight/Carpet One,1355 N. Green River Road,Evansville,47715,IN,(812) 464-9393,http://www.carpetoneevansville.com,Chad Gilham,,",,",
Frank Patton Interiors Inc.,13133 Manchester Rd.,St. Louis,63131,MO,(314) 965-4240,www.frankpattoninteriors.com,,,"Andy LaPlante,Andy LaPlante,Andy LaPlante",designstaff@frankpatton.com
Colautti Bros.,2779 Howard Ave.,Windsor,N8X 3X7,ON,(519) 966-6111,http://www.colautti.com/,,,",,",
Classic Galleries,243 MAIN STREET,HUNTINGTON,11743,NY,(631) 427-1045,http://www.classicgalleriesfurniture.com,Alan Fromkin,,",Janet,",
Riteway Carpet and Tile,489 South Camino Del Rio,Durango,81303,CO,(970) 259-5360,www.ritewayflooringamerica.com,Alan Shupe,gshupe@hotmail.com,",Genie Shupe,",gshupe@hotmail.com
Custom Flooring & Acoustics Inc,315 S Neil St,Champaign,61820,IL,(217) 356-8742,www.custom-flooring.net,Terry & Janice Gharst,,"Leah Seten,Leah Seten,Leah Seten",customflrng@yahoo.com
American Custom Rug,3324 Griffen Road,Dania,33312,FL,(954) 961-0300,http://acrug.com/,Chris Yearwood,acrug@bellsouth.net,"Chris Yearwood,,Chris Yearwood",
Paint & Paper,270 Berry Hill Rd,Orange,22960,VA,(540) 672-4663,N/A,Bob Langerford,paintandpaper@verizon.net,"Bob Langford,bob langford,Bob Langford",paintandpaper@verizon.net
Thad's Carpet One,214 N Spence Ave,Goldsboro,27534,NC,(919) 759-0033,www.thadscarpetone.com,Greg Johnson,gjohnson@thadscarpetone.com,"Greg Johnson,,Greg Johnson",
Cleveland Floor Covering/Abbey 341,1336 E Dixon Blvd,Shelby,28152,NC,(704) 482-6351,http://www.clevelandfloorcovering.com/,Kenneth Whitaker,clevelandflrcvrg@aol.com,",Kenneth Whitaker,",clevelandflrcvrg@aol.com
McDonald Carpet One Floor & Home,6367 E. Arapahoe,Boulder,80301,CO,(303) 449-0011,www.mcdonaldcarpetoneboulder.com,Bob McDonald,bobm@carpetvan.net,"Bob McDonald,Bob McDonald,Bob McDonald",bobm@carpetvan.net
Design Gallery,3820 S Yellowstone,Idaho Falls,83402,ID,(208) 523-5688,http://www.designgalleryidaho.com/,,,"Merrill Huntsman,Merrill Huntsman,Merrill Huntsman",merrill_huntsman@hotmail.com
K & N CARPET,12108 US 27 SOUTH,FORT WAYNE,46816,IN,(260) 639-3591,http://www.kncarpet.com/,,,",,",
Olde Salem Furnishings,12 Union St,Salem,24153,VA,(540) 387-0946,http://snog.com/live?utm_campaign=invite&utm_source=domains&utm_medium=intl,Joel Spencer,oldesalem@comcast.net,",same,",same
Flooring by Cogdill,1700 Huger St.,Columbia,29201,SC,(800) 927-7461,http://cogdills.com/Ads/karastan.htm,Garry Cogdill,gcogdill@cogdills.com,"Garry Cogdill,Lloyd Cogdill,Garry Cogdill",lcogdill@cogdills.com
Glendale Carpet One,1203 S. Central Ave.,Glendale,91204,CA,(818) 243-4251,www.c1glendale.com,Bruce Bell,Bruce@c1glendale.com,"Bruce Bell,,Bruce Bell",
Floor Right Interiors,2915 - 32 Street South,Lethbridge,T1K 7B1,AB,(403) 329-1780,www.floorright.ca,,,",,",
Jay Carpet One,314 s Main St,Athens,18810,PA,(717) 888-6211,www.jaycarpetoneathens.com/,david rosenblum,,"david rosenblum,,david rosenblum",
Phillips Floor to Ceilings,1052 E Grand Avenue F,Arroyo Grande,93420,CA,(805) 489-5571,http://www.phillipsftc.com/,Bob Buhl,bbuhl@phillipsftc.com,"Bob Buhl,,Bob Buhl",
Rakes Carpet One,6559 N. Ridge Rd.,Madison,44057,WI,(440) 428-7675,http://www.rakescarpetonemadison.com/,Ron Rakes,rakestwo@yahoo.com,"Ron Rakes,,Ron Rakes",
Flooring America,13150 Midlothian Tpke,Midlothian,23113,VA,(804) 794-7449,www.flooringamericarichmond.com/,Steve Montross,steven@farichmond.com,"Steve Montross,same,Steve Montross",
Holloway Floor Covering,831 S Kings Highway,Cape Girardeau,63701,MO,(573) 334-0551,www.hollowaycarpetonecapegirardeau.com,Eugene Holloway,holloway-1@charter.net,"Eugene Holloway,Lance Holloway,Eugene Holloway",lholloway1@hotmail.com
Howard Lorton Galleries,12 East 12th Ave,Denver,80203,CO,(303) 831-1212,http://howardlorton.com/,William Cook,,"Terri Baldwin,Rob Osgard,",
Hometown Flooring,3002 Seymour Rd,Wichita Falls,76309,TX,(940) 766-2627,www.hometownflooringwf.com,Bruce McAffe,hometownflooring@xanadoo.com,"Bruce McAffe,,Bruce McAffe",
Cherry Carpet,2915 London Blvd,Portsmouth,23707,VA,(757) 397-5811,http://cherrycarpet.com/,Brad Cherry,brad@cherrycarpet.com,"Mo Zia,Mo Zia,Perry Harrell",Mo Zia
Carpet Express,2607 Madison St,Clarksville,37043,TN,(931) 358-6441,http://www.facebook.com/pages/Carpet-Express-Inc/170796959650702?sk=info,Barbarah Scruggs,cs.acct@bellsouth.net,"Barbarah Scruggs,Herb Scruggs,",
The King Of Carpets - Carpet One,353 Rt 46,Rockaway,7866,NY,(973) /62-3800,www.carpetonerockaway.com,Rich Pinto,rpinto@aol.com,"Richard Pinto,Rich Pinto,Greg Anderson",
Selden's Fine Home Furnishings,220 Legion Way S.E.,Olympia,98501,WA,(360) 357-5531,www.seldensofolympia.com,George Koehler,,"Tim Koehler,Tim Koehler,",Tim Koehler
Gerridy's LTD,2915 Redhill Ave Suite F105,Costa Mesa,92626,CA,(714) 540-7273,http://dabbierifloorsgerridyslimited.com/Showroom.aspx,Judy Gerritson,gerridysltd@aol.com,"Judy Gerritson,John Morton Thomas,Judy Gerritson",
FLOORWORKS,3001 RED HILL AVE STE 2-104,COSTA MESA,92626,CA,(714) 540-6383,http://www.floorworks.net/,Jim Anderson,floorworks@sbcglobal.net,"Jim Anderson,,Jim Anderson",
Neff`s Custom Designs,1285 1st St S,Hamilton,59840,MT,(406) 363-7093,,Jim Neff,Eneff@cybernet1.com,"Elizabeth Neff,Elizabeth Neff,Elizabeth Neff",Eneff@cybernet1.com
Larry Gordon Installations,2133 Royal Windsor Dr. Unit #20,Mississauga,l5j1k5,ON,(905) 822-7760,www.larrygordoncarpets.com,larry gordon,lgcarpet@gmail.com,",,",
Rogers City Home Furnishings,183 S Third St,Rogers City,49779,MI,(989) 734-4771,www.rchf.com,Larry Buski,sales@rehf.com,"Larry Buski,Larry Buski,Larry Buski",
Thad's Carpet One,416 Cedar Point Blvd,Swansboro,28584,NC,(252) 393-6171,www.thadscarpetone.com,,,"Thad Lewis,,Thad Lewis",
W Vartanian & Son,10920 Bayshore Dr Rte 42,Sister Bay,54234,WI,(920) 854-2519,http://rugpeddler.com/,Wally Vartanian,rugpeddler@aol.com,"Wally Vartanian,,Wally Vartanian",
Dickens Floor Covering,187 Moore Drive,Lexington,40503,KY,(859) 277-1956,N/A,,,",,",
PROFESSIONAL FLOORS INC,500 SAND DUNE DR,KITTY HAWK,27949,NC,(252) 255-2882,http://professionalfloorsobx.com,Toni Lanning,,"Toni Lanning,Same,Toni Lanning",
Aesthetics Inc,525 Hwy 123,Seneca,29678,SC,(864) 882-2090,http://www.aesthetics.net/,Donna Fields,donnafields@nctv.com,"Donna Wyatt,Donna Fields,Donna Wyatt",donnafields@nctv.com
Alpha Rug Expo,4820 Atlanta Hwy,Alpharetta,30004,GA,(770) 753-9878,http://www.alpharug.com/,Gary Shurley,alpharugexpo@gmail.com,"Debbie,,Debbie Shirley",
Honquest Furniture for Living,1455 S Barrington Rd,Barrington,60010,VT,(847) 382-1700,www.honquest.com,Richard Honquest,,"Janet Sweno,Janet Sweno,Janet Sweno",JSweno@Honquest.com
Pearlmans Carpet One,80 Charlotte St,Asheville,28801,NC,(828) 252-1594,www.pearlmanscarpet.com,Ed Isreal,edisreal@pearlmanscarpet.com,"Ed Isreal,Ed Isreal,Ed Isreal",edisreal@pearlmanscarpet.com
Korkmaz Rugs & Flooring,10 State Rt 17,Rutherford,7070,NJ,(201) 372-0090,www.korkmaz.com,Deniz & Frank Korkmaz,deniz@korkmaz.com,"Denis,Gayle Elliot,Denis",customerservice@korkmaz.com
Rocky Mountain Carpet One,1540 East Second Street,Casper,82601,WY,(307) 265-7296,http://www.rockymountaincarpetonecasper.com/,Jack Simms,rmcpt1@bresnet.net,"Tomie Simms,Tomie Simms,Tomie Simms",rmcpt1@bresnet.net
Georges Carpet & Supplies Inc.,216 West 2nd Street,Roswell,88201,NM,(505) 624-0901,http://www.georgescarpetandtile.com/,JoAnn Harva,harva@dfn.com,"Harva Joanne Joseph,,Harva Joanne Joseph",
Dodgson Interiors,14 Palmetto Business Park,Hilton Head Island,29928,SC,(843) 842-9854,www.dodgsonflooring.com,Dennis Dodgson,dodgsoninteriors@hargray.com,"Dennis Dodgson,Dennis Dodgson,Dennis Dodgson",dodgsoninteriors@hargray.com
Ozark Floors,928 N. College,Fayetteville,72701,AR,(479) 442-4451,http://www.ozarkfloors.com,Mike Mooney,mmooney@ozarkfloors.com,",Mike Mooney,",mmooney@ozarkfloors.com
Sherwood Furniture,120 Arnett Blvd,Danville,24540,VA,(434) 792-2414,www.sherwoodhousefurniture.com,George Perry,,",,",
Frederick Street Carpet,407 frederick St,Cumberland,21502,MD,(301) 777-7888,http://www.frederickstreetcarpet.com/,sherry buck,frederickst@verizon.net,"sherry,sherry buck,sherry",sherry buck
"Cenni & Ambrose Tile & Carpet, Inc.",2770 Sheridan Rd,Zion,60099,IL,(847) 872-5300,www.cenniambrose.com,Jim Ambrose,jambrose@wi.rr.com,"Jim Ambrose,Tina,Jim Ambrose",Tina
PAULSON & CO,100 PARK AVE,SWARTHMORE,19081,PA,(610) 543-6000,www.paulson-rugs.com,Wlliam Ryba,wmryba@comcast.com,"Willima Ryba,William Ryba,Willima Ryba",wmryba@comcast.com
The Flooring Center,3170 E Sunset Road Suite H,Las Vegas,89120,NV,(702) 456-7575,www.flooringcenternv.com,Glen Wolf,,"Glen Wolf,John Lefebvre,Glen Wolf",John Lefebvre
Columbia River Carpet One,105 B Street West,Rainier,97048,OR,(503) 556-0171,http://www.carpetone.com/,Scott Nelson,snelson@columbiarivercarpetone.com,",,",
Towles House of Carpets,247 Cox Creek Pkwy,Florence,35630,AL,(205) 766-1705,,Elaine Augustine,towleshouseofcar@bellsouth.net,"Elaine Augustine,,Elaine Augustine",
Young's Furniture,130 Western Avenue,South Portland,4104,ME,(207) 775-3747,youngsfurniture.com,Stephen and Jonathan Young,,"Bob Grant,Bob Grant,Bob Grant",bgrant@youngsfurniture.com
Benson & Babb Interiors Inc,145 Brookside Camp Rd,Hendersonville,28792,NC,(704) 693-4909,bnsnbabb@bellsouth.net,Ashley Smith,asmith@bellsouth.net,",Ashley Smith,",asmith@bellsouth.net
Choice Home Center Inc,8005 S Maryland Blvd,Owings,20736,MD,(301) 855-6626,www.choicefloorcenter.com,Glen Walker,gwalker@choicefloorcenter.com,"Dave Shepherd,Dave Shepherd,Dave Shepherd",Dave Shepherd
Charlotte`s Furniture & Flooring,5411 North Mesa,El Paso,79912,TX,(915) 581-1111,www.charlottesflooring.com,Melissa,,"Anthony Garcia,Anthony Garcia,Anthony Garcia",anthony@charlottesfurniture.com
Connell Carpet One,2005 Veterans Blvd,Dublin,31021,GA,(478) 272-9886,http://twitter.com/GranttyGo,David Connnell,ccarpet1@bellsouth.net,"David,,David",
Graffis Furniture,5517 US 31 South,South Bend,46614,IN,(574) 291-1660,www.graffisfurniture.com,tom Vanderheyden,,",John Vanderheyden,",johnvanderheyden@graffisfurniture.com
Wilson,14 South Street,Morristown,7960,NJ,(973) 539-2440,www.wilsonsinteriors.com,Steven Mone,sament@aol.com,"Steven Mone,Jane Mone,Steven Mone",sament@aol.com
Tahoe Specialty Carpets & Design Center,1325 N. Lake Blvd,TAHOE CITY,96145,CA,(530) 583-4913,tahoespecialtycarpets.com,Corrine Serano,tahoe888@aol.com,"Corrine Serrano,Corrine Serano,",
Factory Tile,211 Dixieway North,South Bend,46637,IN,(574) 272-7000,N/A,Dick Lindzy,,"Judy Lindzy,Rod Lindzy,Judy Lindzy",tileboyrod@aol.com
Regency Royale,331 S Rio Grande,Salt Lake City,84101,UT,(801) 575-6525,regencyroyale.com,Kathy Emery,,"Kathy Emery,Mark Emery,Kathy Emery",emerymw@regencyroyale.com
Tile Works & More,393 S Creek Dr,Manteno,60950,IL,(815) 468-8789,www.tileworks.com,Randy Blanchette,randyblanchette@hotmail.com,"Randy Blanchett,,Randy Blanchett",
Harrington's,1432 Harrison Ave,Butte,59701,MT,(406) 723-6066,N/A,Gary & Meg Harrington,harringtonsfloor@qwestoffice.net,"Meg Harrington,,Meg Harrington",
PJ's Decorative Fabrics,511 W Broad Ave,Albany,31701,NY,(912) 439-7265,pjsfabrics.com/,Mitch Mercer,mitchell_mercer@bellsouth.net,"Mitch Mercer,,Mitch Mercer",pjsfabrics@gmail.com
Poppell Brothers,9133 White Bluff Rd,Savannah,31406,Georgia,(912) 925-1886,www.poppellbrothers.com,David Poppell,davidpoppell@poppellbrothers.com,"David,David Poppell,David",davidpoppell@poppellbrothers.com
The Rug Merchant,1019 Lincoln Avenue,Evansville,47714,IN,(812) 423-2338,http://therugmerchant.com/,Terry Lewis,,"Terry Lewis,none,Terry Lewis",none
Churchs Carpet,310 1st Street AVE SE,Hickory,28602,NC,(828) 327-0404,http://churchscarpet.com/?7fed7228,Steve Church,pam.cci@embarqmail.com,"Steve Church,Steve Church,Steve Church",pam.cci@embarqmail.com
George Kashou Co Inc,2169 N Farwell Ave,Milwaukee,53202,WI,(414) 271-9020,http://www.kashoucarpets.com/,Bob Kashou,robert@kashoucarpets.com,"Bob Kashou,Bob Kashou,Bob Kashou",Bob Kashou
IMPERIAL CARPET & HOME,1177 CALEDONIA ROAD,TORONTO,M6A2X1,ON,(416) 783-8838,,,,",,",
Floor Dimensions,1081 Eastshore Hwy,Albany,94710,CA,(510) 525-5656,www.Floordimensions.com,Janka White,Marketing@Floordimensions.com,"Janka White,,Janka White",
LENAWEE CARPET ONE FLOOR & HOME,1301 S Main St,Adrian,49221,MI,(517) 424-5499,carpetone.com/lenawee,Lyn Marks,lyn8668@hotmail.com,"Lyn Marks,Lyn Marks,Lyn Marks",
Palmetto Flooring,610 Beltline Blvd.,Columbia,29205,SC,(803) 787-6780,N/A,Dean Hutto,palmettocarpet@bellsouth.net,"Dean Hutto,Dean Hutto,Dean Hutto",palmettocarpet@bellsouth.net
Carpet One of Fayetteville,4101 Raeford Road,Fayetteville,28304,NC,(910) 433-2901,http://www.carpetonefayetteville.com,Harold Brewington,,",Doug Jordan,",Doug Jordan
JACKS TILE CITY INC,209 WASHINGTON AVE,HUNTINGTON,25701,WV,(304) 523-0111,http://jackstilecity.net/,,,",,",
Fairchild Floors,1404 E. Front Street,Port Angeles,98362,WA,(360) 457-1411,http://www.fairchildfloors.com/,Dave Fairchild,ffloors@olypen.com,"Dave Fairchild,same as owner,Dave Fairchild",same as owner
Brent's Carpet One,24220 Lyons Ave,Newhall,91321,CA,(661) 255-3337,http://www.brentscarpetonenewhall.com/,Brent Griffiths,,",Ben Griffiths,",ben@brentscarpetone.com
Thomas Carpet One,15471 Wells Hwy.,Seneca,29678,SC,(864) 882-3583,http://www.thomascarpetoneseneca.com,Michael Thomas,carpet@trivergent.net,"Michael Thomas,Chris Lee,Michael Thomas",chrislee210@hotmail.com
McLean Floor Coverings,4391 W US Hwy 421,Wilkesboro,28697,NC,(336) 973-8888,N/A,Kathy McLean,mcleanfloorcoverings@yahoo.com,",Kathy McLean,",mcleanfloorcoverings@yahoo.com
Scotties Interiors,204 N Second Ave,Wausau,54401,WI,(715) 845-1325,www.scottiesinteriors.com,KathyMarks/Lecia Marks1,scottiesinteriors@frontier.com,"Kathy Marks,,Kathy Marks",
Central Alberta Flooring,#9 - 7667 50th Avenue,Red Deer,T4P 1M6,AB,(403) 342-5010,www.centralabflooring.com,,,",,",
Grindstaff's,1007 W Main St,Forest City,28043,OH,(704) 245-4263,www.grindstaffs.com,Boyce Grindstaff,grindstaffs@grindstaff.com,"Boyce Grindstaff,Boyce Grindstaff,Boyce Grindstaff",grindstaffs@grindstaff.com
Christophers Home Fashion,3321 Main Street Suite C-1,Manchester,21102,MD,(410) 374-2128,www.chrishomefashion.com,Chris Holnowski,chrishomefashion@aol.com,",,",
Workspace Design,682 S. 700 E.,Salt Lake City,84102,UT,(801) 466-9244,,Cynthia,,"John,John,John",John
DAVID LOUIS FLOOR COV CORP,867 ALBANY ST,SCHENECTADY,12307,NY,(518) 370-0243,http://davidlouisfloorcovering.com/,Lou Restifo,,",Lou Restifo,",
ALFORDS HOUSE OF CPTS,1020 LEXINGTON AVE,FORT SMITH,72901,AR,(479) 782-8616,,Liz Alford,liz@alfordscarpetone.com,"Liz Alford,Liz Alford,Liz Alford",liz@alfordscarpetone.com
A & A Carpet One,6800 Folsom Blvd. #100,Sacramento,95819,CA,(916) 451-6300,http://www.aandacarpetonesacramento.com/,Tony Gonzales,sales@aacarpetone.com,"Rick Bertelli,Rick Bertelli,Rick Bertelli",sales@aacarpetone.com
EASTMAN CARPETS INC,4044 ARENDELL STREET,MOREHEAD CITY,28557,NC,(252) 726-2737,http://www.eastmancarpet.com/,Frank Eastman,,"Frank Eastman,,Frank Eastman",
Lester's Carpet & Interiors,401 N E St,Lompoc,93436,CA,(805) 736-2345,,Murray Lester,Lesterscarpets@verizon.com,"Murray Lester,,Murray Lester",
M T DEARING CPT CO INC,7200 HIGHWAY 60,SELLERSBURG,47172,KY,(812) 246-5773,,Gerry Elkin,,",Gerry Elkin,",
Clark Dunbar Carpet & Rugs,3232 Empire Dr,Alexandria,71301,LA,(318) 445-0262,http://clarkdunbarsuperstore.com/,"MIKE JACKSON, TJ ANDERSON",,",,",
Coverings by Design,1301 W 5th st,Washington,27889,NC,(252) 946-9301,www.coveringsbydesign.com,,,"Molly Emanual,,Molly Emanual",
Hardwood Unlimited,6909 Burlington Road,Whitsett,27377,NC,(336) 449-4222,http://www.hardwoodsunlimitedinc.com/,Arthur Crismon,,"Arthur Crismon,,Arthur Crismon",
Highland Furniture Shop,1132 US Highway 258 North,Kinston,28503,NC,(252) 522-3541,www.highlandfurnitureshop.com,,,",,",
Marshall Rug Gallery,1451 SOM Center Rd.,Mayfield Heights,44124,OH,(440) 449-0033,http://www.marshallcarpet.com/,Steve Glassman,steve@rugs4less.com,"Steve Glassman,,Steve Glassman",
BiCity Decor,107 North 9th St,Opelika,36803,AL,(337) 493-3374,N/A,Randy Lambert,randy@bicitydecor.net,"Randy Lambert,,Randy Lambert",
Oriental Rug Gallery of Texas,12801 Hill Country Blvd,Bee Cave,78738,TX,(512) 343-9900,www.orgtx.com,Tom Munroe,tmunroe@orgtx.com,"Scott,Brian Reavis,Tom Munroe",
Flooring Systems,6640 Phelan,Beaumont,77706,TX,(409) 347-8516,Flooringsys.com,Camille Willson,CamilleW@flooringsys.com,"Camille Willson,Shala Teimann,",ShalaT@flooringsys.com
Rug and Home,"799 Brevard Road, Ste. B",Asheville,28806,NC,(828) 667-4585,www.rugandhome.com,Rakesh Agarwal,dara83@aol.com,"Dolly Agerwall,Dolly Agarwall,Dolly Agerwall",dollya83@aol.com
Rug Decor of Myrtle Beach,3319 Reed Street,Myrtle Beach,29577,SC,(843) 692-7784,www.rug-decor.com,Marty Elkes Jr.,,",Katherine Elkes,",
Rugs As Art Inc,6650 South Tamiami Trail,Sarasota,34231,FL,(941) 921-1900,www.rugsasart.com,John Murse,John@rugsaasart.com,"John Murse,John Murse,John Murse",John@rugsasart.com
North Georgia Floors & Interiors,470 Monroe Street,Clarkesville,30523,GA,(706) 754-4329,N/A,,teresangf@windstream.net,"Teresa,,Teresa",
Sprintz Furniture Showroom,325 White Bridge Rd,Nashville,37209,TN,(615) 352-5912,http://www.sprintz.com/sprintz_site/index.php,,mkurdi@sprintz.com,",,Majdi Al-Kurdi",
Ajami Floorings & Granite Inc.,7860 NW 58th Street,Miami,33166,FL,(305) 592-7272,www.ajamifg.com,Raffoul Ajami,raffoul@ajamifg.com,",Raz Ajami,",Raz@ajamifg.com
The Floor Broker,633 N. E. Stephens Street,Roseburg,97470,OR,(541) 673-8507,http://www.thefloorbrokers.com,Mark Luttrell,,",,",
Corvins Floorcovering,6727 N Dixie Hwy,Elizabethtown,42701,KY,(270) 737-5798,N/A,Joni McPeak,,",Joni McPeak,",
Affordable Floors,1 Dilfonso Rd,Newburgh,12550,NY,(845) 565-3666,http://www.affordable-floors.com/,Dennis Mehedy and Bill Kranec,dennis16k@juno.com,"Mark,Marc Horowitz,Mark",mhorowitz@affordable-floors.com
Atlas Flooring,1211 W Warm Springs Road,Henderson,89014,NV,(702) 888-4444,N/A,Kevin Moradi,,",KaVon,",KaVon
Exploring Flooring,2S.676 Rt. 59 Hwy,Warrenville,60555,IL,(630) 393-2020,www.exploringflooring.com,Tony & Rob,rob@exploringflooring.com,"Tony,John,Tony",john@exploringflooring.com
Benson's Floor Covering & Decorating,544 SW FOURTH ST,Corvallis,97330,OR,(541) 757-8553,www.bensonsinteriors.com,,,"Teri Wilkinson,Teri Wilkinson,Teri Wilkinson",teriw@bensonsinteriors.com
Carpet One of Riverhead,132 Kroener Ave.,Riverhead,11901,NY,(631) 369-3670,www.carpetone.com,Gary,,",Ralph,",
