name,address,city,state,websites,phone,owners,other_emails,primary_email,,,,,,,,,,,,,,,,,,
SOLO FLOORING INC,,ALEXANDRIA,VA,"http://www.soloflooring.com/,",(703) 780-1970,Jose Lopez; Jocelyn Ponce-Lopez,jose@SoloFlooring.com; jocelyn@SoloFlooring.com,jose@SoloFlooring.com,,,,,,,,,,,,,,,,,,
DALTON CARPET CENTER INC.,,STOCKBRIDGE,GA,"http://www.daltoncarpetcenter.com/,",(770) 389-0432,Phil Nail,-,"N/A, sales@daltoncc.com",,,,,,,,,,,,,,,,,,
CARPET & FLOORS MARKET INC,,WALDORF,MD,"http://www.carpetandfloorsmarket.com/,",(301) 374-9992,Ramin Ghods,-,N/A,,,,,,,,,,,,,,,,,,
"FABULOUS FLOORS, INC",,CRESTWOOD,KY,"http://www.fabulousfloors.biz/contact-us/,",(502) 241-8799,Julie McMahan; Jill Marolwelli,julie@fabulousfloors.biz; jill@fabulousfloors.biz,jill@fabulousfloors.biz,,,,,,,,,,,,,,,,,,
BEST BUY CARPETS & FLOORING,,BATON ROUGE,LA,"http://www.bestbuy.com.,http://bestbuyflooringbr.com/",(225) 216-3254,Toby Courville,-,"N/A, sales@bestbuyflooringbr.com",,,,,,,,,,,,,,,,,,
CORVINS FURNITURE & CARPET LLC,,BARDSTOWN,KY,"http://www.corvinsofbardstown.com/,",(502) 348-7474,Mark E. Corvin,-,corvinsflooring@bellsouth.net,,,,,,,,,,,,,,,,,,
CARPET CASTLE INC,,WEST SENECA,NY,"www.flooringcastle.com/,",(716) 675-9191,Bernice Katz,-,carpetcastledave@aol.com,,,,,,,,,,,,,,,,,,
QUALITY CARPETS,,GLASSBORO,NJ,"http://www.qualitycarpetsinc.com/,",(856) 881-6911,Michael Graff,-,N/A,,,,,,,,,,,,,,,,,,
RANOBI CORPORATION,,PANAMA CITY,FL,"http://www.carpetconnectionpc.com/ ; http://www.corporationwiki.com/Florida/Panama-City/ranobi-corporation-6175653.aspx,",(850) 763-1700,Ralph Vogler,-,"N/A, sales@carpetconnectionpc.com",,,,,,,,,,,,,,,,,,
BLAIGE CORPORATION,,EVERETT,WA,"www.blaige.com,",(425) 252-2775,-,-,N/A,,,,,,,,,,,,,,,,,,
AMERICAN CARPET SALES OF,,GULF SHORES,AL,"www.americancarpetsinc.com/,",(251) 967-1700,-,-,mgross4444@cox.net,,,,,,,,,,,,,,,,,,
JAMIES CARPETSHOP INC,,SOUTH AMHERST,OH,"http://www.jamiescarpetshop.com/,",(440) 986-2469,Chris Zeitier,-,N/A,,,,,,,,,,,,,,,,,,
ENCORE FLOORING & BLDG PRODUCT,,SPRINGDALE,AR,"http://www.encoregroupusa.com,",(479) 361-8900,Joe Frame; Monica Frame; Brent Hanby,joe.frame@encoregroupusa.com; brent.hanby@encoregroupusa.com,N/A,,,,,,,,,,,,,,,,,,
FLOOR WORKS INC,,DALLAS,GA,"http://www.floorworksma.com/,",(770) 445-6263,Monique Artz-Meau; Jeff Meau,m.meau@floorworksma.com; j.meau@floorworksma.com,m.meau@floorworksma.com,,,,,,,,,,,,,,,,,,
A BETTER CARPET & FLOORING LLC,,SOUTHBURY,CT,"http://southbury.patch.com/listings/a-better-carpet-flooring-llc,",(203) 267-7227,Joseph Sajda III,-,daniel.deblasio@patch.com,,,,,,,,,,,,,,,,,,
FASHION FLOORS OF AUSTIN,,AUSTIN,TX,"http://www.fashionfloors.com/,",(512) 451-5791,Tim Shanahan,tshanahan@fashionfloors.com,info@fashionfloors.com,,,,,,,,,,,,,,,,,,
MALLARY CARPET & FLOORING,,GLEN BURNIE,MD,"http://www.mallarycarpet.com/,",(443) 749-0244,James Mallary,james@mallarycarpet.com,sales@mallarycarpet.com,,,,,,,,,,,,,,,,,,
CAROLINA CARPET,,FAYETTEVILLE,NC,"http://www.carolinacarpetfloors.com/,",(910) 424-0173,Deanna Alexander,-,N/A,,,,,,,,,,,,,,,,,,
BAILEY LUMBER & SUPPLY CO,,GULFPORT,MS,"http://www.baileylumber.com,",(228) 896-6071,Woodrow W. Bailey,woodybailey@baileylumber.com,macstewart@baileylumber.com,,,,,,,,,,,,,,,,,,
ADAIR FLOORS N MORE INC,,FRANKLIN,WI,"www.adairfloors.com,",(414) 761-3660,Rochelle Adair; Rob Adair,-,info@adairfloors.com,,,,,,,,,,,,,,,,,,
DELTA CARPETS LTD.,,DELTA,CN,"http://www.deltacarpets.bc.ca/,",(604) 946-6291,Albert Beeksma; Trevor Beeksman,-,deltacarpets@telus.net,,,,,,,,,,,,,,,,,,
NEW BEGINNINGS FLOORING,,AUGUSTA,ME,"http://www.newbeginfloors.com/,",(207) 512-8650,-,-,N/A,,,,,,,,,,,,,,,,,,
WOOD'S CUSTOM FLOORS,,JACKSON,TN,"http://woodscustomfloors.com/,",(731) 660-8660,Tim Woods; Julie Wood,-,N/A,,,,,,,,,,,,,,,,,,
HAYNES FURNITURE CO INC,,VIRGINIA BEACH,VA,"http://www.haynesfurniture.com/,",(757) 497-9681,Elliz J. Strelitz,estrelitzl@haynesfurniture.com,floorcoveringservice@haynesfurniture.com,,,,,,,,,,,,,,,,,,
INTERIOR HOME FURNISHINGS,,BAD AXE,MI,"http://interiorhomefurnishings.com/,",(989) 269-9509,James Justin,-,N/A,,,,,,,,,,,,,,,,,,
KUHN N J ASSOCIATES D/B/A,,BOSTON,NY,"http://www.valleyfloorcompany.com/,",(716) 941-6564,Elaine Richter; Bill Richter,-,N/A,,,,,,,,,,,,,,,,,,
"JACK LAURIE FLOORS LLC,J. MORGAN DESIGN ASSO.",1828 SOUTH ANTHONY BOULEVARD,FORT WAYNE,IN,"http://www.jacklauriegroup.com,Not found,",(260) 745-3971,John Laurie,john.laurie@lauriefloors.com,N/A,,,,,,,,,,,,,,,,,,
THREE RIVER DECORATING INC,,WAHPETON,ND,"www.threeriversdecorating.net,",(701) 642-8454,Rick DeFries,-,threeriversdec@702com.net,,,,,,,,,,,,,,,,,,
DECORATORS CHOICE,,HORNELL,NY,"www.furnishingretailers.com/furnishingretaile...,",(607) 324-6001,Maureen Broughton,-,"N/AN/A, decochoice@verizon.net",,,,,,,,,,,,,,,,,,
SAIL-ON CARPETS INC,,SPENCERPORT,NY,"http://www.sailoncarpets.com,",(585) 352-1170,Michael Pavone,michael@sailoncarpets.com,N/A,,,,,,,,,,,,,,,,,,
MIDWEST RUG,,SPRINGFIELD,MO,"http://www.midwestrugcompany.com.,",(417) 869-3030,Ron Edwards,edwards1968@hotmail.com,edwards1968@hotmail.com,,,,,,,,,,,,,,,,,,
METRO FLOORS INC,,LANCASTER,CA,"http://www.metrofloorsinc.com/,",(661) 942-1185,Michael Pace,-,N/A,,,,,,,,,,,,,,,,,,
SOUTHERN FLOORING & DESIGN LLC,,TALLAHASSEE,FL,"http://www.southernflooring.net/,",(850) 224-9850,Shawn Yoakam,-,N/A,,,,,,,,,,,,,,,,,,
JIMELLE INC,,CORUNNA,IN,"http://www.jimelleflooring.com,",(260) 925-9999,James Phillips; Jarrod Phillips,-,N/A,,,,,,,,,,,,,,,,,,
AVANT-GARDE CARPET & FLRS INC,,WALDORF,MD,"www.avantgardecarpet.net,",(301) 893-5600,Saeed Rahai,sid@avantgardecarpet.net,sid@avantgardecarpet.net,,,,,,,,,,,,,,,,,,
PONTRICH FLOOR COVERING,,SHELBYVILLE,KY,"pontrichcarpetandflooring.com,",(502) 633-3083,Tom Pontrich,-,N/A,,,,,,,,,,,,,,,,,,
THEISS FURNITURE & CARPET,,LA GRANGE,KY,"http://www.theisshomefurnishings.com/,",(502) 222-9449,Linda & Wayne Theiss,; wtheiss@theisshomefurnishings.com,NA,,,,,,,,,,,,,,,,,,
COMFORT CARPETS INC,,MISHAWAKA,IN,"www.comfortcarpets.net/,",(574) 255-9034,Les Wilkinson,les@comfortcarpets.com,info@comfortcarpets.net,,,,,,,,,,,,,,,,,,
WINKELS CARPET,,PERHAM,MN,"http://www.winkelscarpet.com/,",(218) 346-2924,Richard Winkels; Patty Winkels,-,N/A,,,,,,,,,,,,,,,,,,
"FURR HENDRON ENTERPRISES,INC.",,FLAGSTAFF,AZ,"http://www.highlandsfloorcoverings.com/,",(928) 774-6700,Mark Furr,mark@highlandsfloorcoverings.com,info@highlandsfloorcoverings.com,,,,,,,,,,,,,,,,,,
SHOWCASE CARPETS,,ALAMOGORDO,NM,"http://www.showcasecarpets.com/,",(575) 434-1338,Joel Mills,-,info@showcasecarpets.com,,,,,,,,,,,,,,,,,,
KDK LLC DBA AFFORDABLE FLOORS,,LINDEN,NJ,"http://www.affordable-floors.com,",(908) 862-3100,Keith Kranec,kkranec@affordable-floors.com,mhorowitz@affordable-floors.com,,,,,,,,,,,,,,,,,,
KISS CARPET,,TRAVERSE CITY,MI,"http://www.kisscarpet.com/,",(231) 941-0723,Ken Roberts Jr.,roberts@kisscarpet.com,info@kisscarpet.com,,,,,,,,,,,,,,,,,,
FLOOR CENTER OF TEXAS INC,,AUSTIN,TX,"http://floorcenterstx.com/,",(512) 989-7737,Garrett Koch,-,n/a,,,,,,,,,,,,,,,,,,
ISLAND CARPET SALES LTD,,RICHMOND,CN,"www.islandcarpet.com,",(604) 278-6256,Brad Dotchuk,-,N/A,,,,,,,,,,,,,,,,,,
WARDCRAFT HOMES INC,,CLAY CENTER,KS,"http://www.wardcraft.com/,",(785) 632-5970,Zach Jones,zjones@wardcraft.com,homes@wardcraft.com,,,,,,,,,,,,,,,,,,
ENGRAVS DECORATING CENTER,,WINONA,MN,"http://www.engravs.com/,",(507) 454-6737,Mary Reeck,mary@engravs.com,mary@engravs.com,,,,,,,,,,,,,,,,,,
SAM'S CARPET & FURNITURE INC,,SAN JOSE,CA,"http://www.samscarpetfurniture.com/,",(408) 238-2298,Sam Chang,-,samscarpetfurniture@yahoo.com,,,,,,,,,,,,,,,,,,
PRO-CLEAN ENT.INC.,,BOGART,GA,"www.carpetsunlimitedusa.com/,",(706) 353-6086,Stan Chasteen,stanc@carpetsunlimitedusa.com,N/A,,,,,,,,,,,,,,,,,,
ONE ON ONE FLOOR COVERING LLC,,HAZEL GREEN,AL,"http://oneononeflooring.com,",(256) 828-7990,William Cantrell,-,"N/A, 1on1flooring@gmail.com",,,,,,,,,,,,,,,,,,
FEEL GOOD FLOORS INC,,LEXINGTON,TN,"http://feelgoodfloors.com/index.php?option=com_frontpage&Itemid=1&Itemid=30,",(731) 967-0961,George Johnson,george@feelgoodflooring.com,N/A,,,,,,,,,,,,,,,,,,
CARPETS GALORE INC,,LAS VEGAS,NV,"http://www.carpetsgalore.com/,",(702) 385-5252,Bernard Rozak,-,carpets@wi.rr.com,,,,,,,,,,,,,,,,,,
A-1 FLOORING SERVICES INC,,LAS VEGAS,NV,"http://www.lasvegasflooring.com/,",(702) 364-2499,Keith Pickford,t-monkey@juno.com,N/A,,,,,,,,,,,,,,,,,,
FLOORQUEST LLC,,DELAFIELD,WI,"http://www.floorquest.net/,",(262) 646-2975,-,-,erica@floorquest.net,,,,,,,,,,,,,,,,,,
CARPETIME INC,,MASSILLON,OH,"www.carpetime.com,",(330) 478-2107,Joel Primack Sr.,joel2@carpetime.com,"joel2@carpetime.com 
carpetimebelden@sbcglobal.net",,,,,,,,,,,,,,,,,,
ALBRIGHT FLOORCOVERING CO INC,,LOGANVILLE,GA,"http://www.albrightsfloorcovering.com/,",(770) 466-1005,Bill Albright,bill@albrightsfloorcovering.com,N/A,,,,,,,,,,,,,,,,,,
WOOD BROS FLOOR COVERING,,SACRAMENTO,CA,"http://woodbrothersfloors.com,",(916) 443-2031,Vikki Wood,diamond@surewest.net,N/A,,,,,,,,,,,,,,,,,,
RODGERS FLOOR COVERING INC,,VERSAILLES,KY,"http://rodgers.flooringplus.com/,",(859) 873-3311,Chris Rodgers,-,N/A,,,,,,,,,,,,,,,,,,
CARPET & FLOOR EXPRESS INC,,ROCKVILLE,MD,"http://www.carpetandfloorexpress.com/,",(301) 231-7355,-,-,carpetexp@verizon.net,,,,,,,,,,,,,,,,,,
DELANO PAINT & F/C INC,,DEKALB,IL,"http://www.retailflooringstores.com/il/delano/,http://www.delanoshomedecorating.com/",(815) 756-2951,Jon Delano,-,"N/A, info@delanoshomedecorating.com",,,,,,,,,,,,,,,,,,
MCCARTNEY CARPET,,WESTFIELD,WI,"http://mccartneycarpet.com,",(608) 296-4444,Bill McCartney,-,mccartneycarpet@yahoo.com,,,,,,,,,,,,,,,,,,
ALFREDS CARPET & DECORATING,,AMES,IA,"http://www.alfredscarpet.com/,",(515) 232-1306,Janice Alfred,janice@alfredscarpet.com,janice@alfredscarpet.com,,,,,,,,,,,,,,,,,,
HICKERSON FLOOR & TILE HAUS,,GAYLORD,MI,"www.hickersonfloor.com/,",(989) 731-2003,Joe Hickerson; Michele Hickerson,joe@hickersonfloor.com,joe@hickersonfloor.com,,,,,,,,,,,,,,,,,,
DELAIRS CARPET BARN INC,,EAST MONTPELIER,VT,"http://delairscarpetbarn.com/,",(802) 223-7171,Marbara Cote,-,delairscarpetbarn@gmail.com,,,,,,,,,,,,,,,,,,
CARPET OUTLET PLUS,,BAKERSFIELD,CA,"http://www.carpetoutletplus.com,",(661) 323-3133,Mark Carroll,mcarroll@carpetoutletplus.com,dfrank@carpetoutletplus.com,,,,,,,,,,,,,,,,,,
FAMILY FLOORING LLC,,CHESAPEAKE,VA,"http://www.familyflooring.net,http://www.familyflooringchesapeake.com/",(757) 548-4545,Jeffrey Jechura,-,N/A,,,,,,,,,,,,,,,,,,
"MARCHIO TILE AND CARPET, INC.",,LOCKPORT,IL,"http://marchiotile.com/   not working,",(815) 838-6050,Jim Wartenberg,-,N/A,,,,,,,,,,,,,,,,,,
OWATONNA FLR CVR & MIRROR INC,,OWATONNA,MN,"www.dexknows.com,http://owatonnafloor.com/",(507) 451-1169,Ken Hunt,-,N/A,,,,,,,,,,,,,,,,,,
COMLEY'S CARPET WORKS INC,620 Ridgeview Drive,FRANKFORT,KY,"http://comleys.brandsource.biz/,",(502) 695-7650,Paul Comley,-,comleyscarpet@fewpb.net,,,,,,,,,,,,,,,,,,
RUDI'S FURNITURE & CARPET,,CONCORDIA,MO,"http://www.rudysfurniturenc.com/,",(660) 463-2889,Jim Harms,-,N/A,,,,,,,,,,,,,,,,,,
DESIGN PLUS INTERIORS LLC,,MESA,AZ,"http://design-plus-interiors.com/,",(480) 807-4460,Travis Williams,travis@design-plus-interiors.com,susan@design-plus-interiors.com,,,,,,,,,,,,,,,,,,
"WHOLESALE CARPET DESIGNS INC,CARPET FAIR, INC.",195 N MILWAUKEE AVE,VERNON HILLS,IL,"http://wholesalecarpetdesign.com/,not found,",(847) 415-2000,Wendy Santini,-,N/A,,,,,,,,,,,,,,,,,,
PACK RON CARPET CTR INC,,LITTLE ROCK,AR,"http://ronpackcarpet.com/,",(501) 565-4447,James Owens,jiowens071574@yahoo.com,N/A,,,,,,,,,,,,,,,,,,
ARMANDS CARPET & LINO,,FALL RIVER,MA,"http://www.armandscarpets.com/,",(508) 679-2745,Patricia O'Brien,-,n/a,,,,,,,,,,,,,,,,,,
WHOLESALE CARPETS INC,,SUMTER,SC,"www.wholesalecarpetsinc.com,",(803) 436-5904,Arness Beckley,-,info@wholesalecarpetsinc.com,,,,,,,,,,,,,,,,,,
LEGATE DISCOUNT FURN,,MADISONVILLE,KY,"http://www.legatefurnitureworld.com/,",(270) 821-2050,-,-,N/A,,,,,,,,,,,,,,,,,,
ELDRIDGE POLLARD SALES,,SEBRING,FL,"http://eldridgesdesigncenter.com/,",(863) 385-6654,Brannon Sparks; Eldridgre Pollard,Brannon@eldridgesdesigncenter.com,Brannon@eldridgesdesigncenter.com,,,,,,,,,,,,,,,,,,
WHOLESALE CARPET,,TOMAHAWK,WI,"http://www.wholesalecarpetswi.com/,",(715) 453-4248,Art Zietlow,-,N/A,,,,,,,,,,,,,,,,,,
WINDOWS WALLS 'N' FLOORS,,RIDGECREST,CA,"http://www.windowswallsnfloors.com/,",(760) 446-2204,Susan Ford,ford@iwvisp.com,N/A,,,,,,,,,,,,,,,,,,
BADGERLAND FLOORING OF,,RICHLAND CENTER,WI,"http://www.badgerlandflooring.com/,",(608) 649-3567,Jamey Gander,-,badgerlandfloor@mwt.net,,,,,,,,,,,,,,,,,,
INDEPENDENT PAINT & FLOORING,,MANKATO,MN,"http://independentpaintandflooring.com/,",(507) 345-7009,Gordon Lee Stevens,-,ipaf@hickorytech.net,,,,,,,,,,,,,,,,,,
MENOMONIE FLOORING CENTER,,MENOMONIE,WI,"http://menomonieflooringcentre.com/,",(715) 233-1000,Jeff Kolstad,menfloor1@yahoo.com,"N/A, info@menomonieflooringcentre.com",,,,,,,,,,,,,,,,,,
EXTREME FLOORS OF CAMERON INC,,CAMERON,MO,"http://www.extreme-floors.com/,",(816) 632-8200,Michael Vanbrunt,-,kvb@extreme-floors.com,,,,,,,,,,,,,,,,,,
TUSTIN CARPET & FLOORING,,SANTA ANA,CA,"http://www.tustinflooring.com,",(714) 550-9985,Duke Nguyen,-,tustinflooring@yahoo.com,,,,,,,,,,,,,,,,,,
FLOORING EXPRESS INC,,COOPER CITY,FL,"http://www.flooringexpress.com/,",(954) 437-4116,Jody Silvers,-,"N/A, info@flooringexpress.com",,,,,,,,,,,,,,,,,,
"RENEE GUTHRIE DESIGN,CARPET KING INC",72 CONNECTICUT AVENUE,NORWALK,CT,"NOT FOUND,http://www.mycarpetking.com/,",(203) 838-0808,Stephen P. Cupole,-,"N/A, carpet.king@sbcglobal.net",,,,,,,,,,,,,,,,,,
B & B GENERAL STORE,,DONIPHAN,NE,"http://www.bandbcarpet.com/,",(402) 845-9241,Bob Sherwood,-,bandbsupport@hamilton.net,,,,,,,,,,,,,,,,,,
EULENFELD INTERIORS,,TAYLOR,TX,"www.eulenfeldinc.net/,",(512) 365-7174,Tammy Eulenfeld,-,N/A,,,,,,,,,,,,,,,,,,
"LINT LARRY FLR & WLL CV INC,CAPITOL CARPET, INC.",P.O. BOX 216,WENDEL,PA,"http://www.lintcarpets.com/,Not found,",(724) 446-0480,Larry J. Lint,larry@larrylint.com,"N/A, michele@larrylint.com",,,,,,,,,,,,,,,,,,
THE PAINT DEPOT INC.,,LITTLE ROCK,AR,"http://thepaintandcarpetdepotinc.com/,",(501) 225-1871,Bruno Guerotto,-,thepaintandcarpetdepot@hotmail.com,,,,,,,,,,,,,,,,,,
CARPET SHOWCASE,,WHEELING,WV,"http://www.carpetshowcasellc.com/,",(304) 232-2277,Michael Contraguerro,-,N/A,,,,,,,,,,,,,,,,,,
FLOORWORKS & BLINDS LLC,,SLIDELL,LA,"http://www.floorworksandblinds.com/,",(985) 781-7999,Raymond Horvath; Kenyon Horvath,-,"N/A, info@floorworksandblinds.com",,,,,,,,,,,,,,,,,,
ALLMANS CARPET & DRAPERY,,BOUNTIFUL,UT,"http://www.bizdays.com/utah/bizid-485410.html,",(801) 292-1132,-,-,n/a,,,,,,,,,,,,,,,,,,
ROYAL FLOORS,,FARMINGTON,NM,"http://www.royalfloorcompany.com/,",(505) 327-0476,Jack Woodard,-,"N/A, royalfloors@mohawkcolorcenter.com",,,,,,,,,,,,,,,,,,
PAINT & GLASS INTERIORS,,THIEF RIVER FALLS,MN,"http://paintstore.benjaminmoore.com/stores/us/mn/thief-river-falls/paint-glass-interiors,",(218) 681-3012,Jim Dillon,-,N/A,,,,,,,,,,,,,,,,,,
ALLEN'S CARPET,,HANNIBAL,MO,"http://www.allenscarpetinc.com/,",(573) 221-0107,Jeff Malone,-,N/A,,,,,,,,,,,,,,,,,,
PEASE CUSTOM FLOORS,,SMITHVILLE,TX,"http://www.peasecustomfloors.com/Home_Page.html,",(512) 360-5553,Grant Pease,-,N/A,,,,,,,,,,,,,,,,,,
STOLLER'S INC.,,ORRVILLE,OH,"http://www.stollerfloors.com/,",(330) 683-4763,-,-,"N/A, info@stollerfloors.com",,,,,,,,,,,,,,,,,,
HILLSDALE INTERIORS INC,,HILLSDALE,MI,"http://www.hillsdaleinteriors.com/contact-us.aspx,",(517) 523-4111,Catharine A. Bearman,cathy@hillsdaleinteriors.com,"N/A, info@hillsdaleinteriors.com",,,,,,,,,,,,,,,,,,
DEVRIES FURNITURE & FLOOR COV,,ARAPAHOE,NE,"http://www.langfurniture.net/StoreProfile.aspx?StoreId=44035,",(308) 962-7890,-,-,n/a,,,,,,,,,,,,,,,,,,
"LEI FLOOR & WINDOW COVERINGS,LEI FLOOR & WINDOW COVERINGS",430 ALAMAHA STREET #103,KAHULUI,HI,"http://www.hdspd.com/leifloor/sb.cn,0,",(808) 871-8008,John D. Burkett,-,,,,,,,,,,,,,,,,,,,
VANCO FLOORING,,GALLIPOLIS,OH,"http://www.vancoflooring.com/,",(740) 446-0137,-,-,sales@vancoflooring.com,,,,,,,,,,,,,,,,,,
VARIETY FLOORS OF CARROLL INC,,CARROLL,OH,"http://www.varietyfloors.com/,",(740) 756-1500,Doug Kunselman,doug@varietyfloors.com,N/A,,,,,,,,,,,,,,,,,,
ROBSON COMMUNITIES INC,,SUN LAKES,AZ,"http://www.robson.com/,",(480) 895-4241,Edward Robson; Steven Robson,; srobson@robson.com,N/A,,,,,,,,,,,,,,,,,,
HENNEN FLOOR COVERING,,FREEPORT,MN,"www.hennenfloor.com,",(320) 836-2177,Ed Hennen,-,hennenfloor@albanytel.com,,,,,,,,,,,,,,,,,,
WHOLESALE FLOORING,,NORTH HAMPTON,NH,"http://www.wsflooring.com/,",(603) 964-8023,Keith Fields,-,"N/A, sales@wsflooring.com",,,,,,,,,,,,,,,,,,
LEPAGE CARPET & TILE,,LECANTO,FL,"http://lepagecarpet.brandsource.biz/,",(352) 527-1811,Al Le Page,-,lcarpetandtile@tampabay.rr.com,,,,,,,,,,,,,,,,,,
LUMBER ONE HOME CENTER,,MAYFLOWER,AR,"http://www.lumberonehomecenter.com,",(501) 470-1122,John Morton,-,info@lumberonehomecenter.com,,,,,,,,,,,,,,,,,,
ULTRA FLOORS INC,,CLINTON TOWNSHIP,MI,"http://www.ultrafloors.com/,",(586) 228-1609,Theresa Jones,theresa@ultrafloors.com,sales@ultrafloors.com,,,,,,,,,,,,,,,,,,
ERICKSONS FURNITURE INC,,NORTH PLATTE,NE,"http://www.ericksonsfurniture.com/,",(308) 532-7500,Dan Erikson,dan.erickson@ericksonsfurniture.com,info@ericksonsfurniture.com,,,,,,,,,,,,,,,,,,
LESLEY'S CARPETS,,CORINTH,MS,"http://www.lesleysfloordesigns.com/,",(662) 287-9430,Leslie Raines,-,N/A,,,,,,,,,,,,,,,,,,
CARPET MILL DISCOUNTERS,,COCKEYSVILLE,MD,"http://www.carpetmilldiscountersinc.com,",(410) 666-0101,Donna Lawrence,-,N/A,,,,,,,,,,,,,,,,,,
CREATIVE CARPET & SUPPLY,,GREENVILLE,OH,"http://www.creativecarpet.net/,",(937) 548-7841,Jack Curry,jack@creativecarpet.net,N/A,,,,,,,,,,,,,,,,,,
PERCHA PAINT & WALLPAPER,,MOUNT PLEASANT,MI,"http://www.benjaminmoore.com/,",(989) 773-7046,Bud Percha,-,info@benjaminmoore.com,,,,,,,,,,,,,,,,,,
KITCHEN & FLOOR DECOR INC,,RICE LAKE,WI,"http://www.kitchenfloordecor.com/,",(715) 234-1790,Carrie Glaser,kfd@chibardun.net,N/A,,,,,,,,,,,,,,,,,,
FACTORY FLOORING DIRECT,,LAKE POINT,UT,"http://www.factoryflooringdirect.com,",(801) 250-0799,-,-,n/a,,,,,,,,,,,,,,,,,,
KEYS FURNITURE CONNECTIONS INC,,FLORIDA CITY,FL,"http://shop.keysfurniture.com/,",(305) 247-4000,-,-,N/A,,,,,,,,,,,,,,,,,,
"CUSTOM TOUCH FLOORING, LLC,LOUDOUN CARPET CARE",129-C NORTH BAILEY LANE,PURCELLVILLE,VA,"www.customtouchinteriors.net/,http://www.loudounvalleyfloors.com/,",(703) 777-8056,Steve Jacobus,STEVE@LOUDOUNVALLEYFLOORS.COM,"N/A,  info@loudounvalleyfloors.com",,,,,,,,,,,,,,,,,,
LIMA BARGAIN CENTER INC,,LIMA,OH,"http://www.acehardware.com/mystore/index.jsp;jsessionid=xy8yQhpRvybLvVpTjTpbMZRrlv1PG2P8TpQb0tPn2yj7T9vVkvRt!-486744648?store=07598,",(419) 991-3701,Barry Ruben,-,N/A,,,,,,,,,,,,,,,,,,
FINE FLOORS,,SAN ANTONIO,TX,"http://www.finefloors.net/,",(210) 372-1301,Jacqueline Stegman,-,"N/A, finefloors@sbcglobal.net",,,,,,,,,,,,,,,,,,
COSTEN FLOORS INC,,RICHMOND,VA,"http://costen.flooring-professionals.com,",(804) 527-2929,Ralph L. Costen Jr.,rcosten@costenfloors.com,info@costenfloors.com,,,,,,,,,,,,,,,,,,
CARPETS OF URBANA,,URBANA,OH,"http://www.carpetsofurbana.com/,",(937) 653-7770,Steve Jacobs,-,carpetsofurbana@yahoo,,,,,,,,,,,,,,,,,,
BRANDON TILE & CARPET INC.,,RIVERVIEW,FL,"http://www.brandontile.com/,",(813) 671-4585,Elaine Krueger,ELAINE@BRANDONTILE.COM,N/A,,,,,,,,,,,,,,,,,,
CARPET & TILE JUNCTION,,APACHE JUNCTION,AZ,"http://www.carpetandtilejunction.com/,",(480) 984-2146,-,-,carpetandtilejunction@yahoo.com,,,,,,,,,,,,,,,,,,
CARPET OUTLETS OF TEXAS INC,,MESQUITE,TX,"http://www.carpetoutlets.net/,",(972) 279-4800,Bruce Moreland,bruce@carpetoutlets.net,N/A,,,,,,,,,,,,,,,,,,
IMPRESSIVE FLOORS,,BEDFORD,PA,"http://www.impressivefloors.net,",(814) 623-0626,Craig Press,-,N/A,,,,,,,,,,,,,,,,,,
REMNANT CARPET COMPANY,,OKLAHOMA CITY,OK,"http://www.remnantcarpet.com/,",(405) 631-3522,Albert Wynne,-,N/A,,,,,,,,,,,,,,,,,,
THE FLOORING PLACE,,BOZEMAN,MT,"www.theflooringplace.net/,",(406) 587-7472,Jon Moullet,-,N/A,,,,,,,,,,,,,,,,,,
FLOOR SHOP INC THE,,SAN MARCOS,CA,"http://www.homeremodelingcenter.net/,",(760) 591-3932,Rosemary Curtis,-,david@charlesvangelder.com,,,,,,,,,,,,,,,,,,
MILLER CUSTOM FLOORS LLC,,LE SUEUR,MN,"http://millercustomfloorsmn.com/,http://www.millercustomfloors.com/",(507) 665-4407,Kendra Miller; Jamie Miller,-,"N/A, www.millercustomfloors@hotmail.com",,,,,,,,,,,,,,,,,,
FASHION STORE INC,,GIBSON CITY,IL,"http://www.thefashionshopinc.com/,",(217) 784-4830,Scot Moody; Marsha Moody,-,N/A,,,,,,,,,,,,,,,,,,
HUDRLIK CARPET SERVICE INC,,CROSBY,MN,"http://hudrlikcarpet.com,",(218) 546-5524,Mark Hurlick,hudrlik@crosbyironton.net,info@hudrlikcarpet.com,,,,,,,,,,,,,,,,,,
INTERIOR DESIGN INC,,HOLMEN,WI,"http://interiordesignswi.com,",(608) 526-3386,Ray Hale Jr.,rayh@interiordesignswi.com,N/A,,,,,,,,,,,,,,,,,,
WHITE RIVER FLOORING INC,,SEARCY,AR,"http://www.whiteriverflooring.com,",(501) 268-5370,Waylon Reeves; Joseph Morton,; joe_morton@whiteriverflooring.com,waylon_reeves@whiteriverflooring.com,,,,,,,,,,,,,,,,,,
MORFORDS DECOR CENTER,,CHADRON,NE,"http://www.morfordsdecoratingcenter.com,",(308) 432-3149,Merle Morford,-,"N/A, info@morfordsdecoratingcenter.com",,,,,,,,,,,,,,,,,,
EADEH HANNAH RUG,,NORTH WALES,PA,"http://www.hannaeadehflooring.com/,",(215) 362-6800,John Eadeh,john.eadeh@hannaeadehflooring.com,http://hannaeadehflooring.com/ContactUs.aspx,,,,,,,,,,,,,,,,,,
