name,city,state,postal,phone,website,owner
CAMPBELL FLOORS,SEGUIN,TX,78155,(830) 372-3494,http://local.yahoo.com/info-19258645-campbell-floors-limited-seguin,
MORE THAN FLOORS,HUMBOLDT,IA,50548,(515) 332-2269,http://morethanfloorsinc.com,GARY TULL/OWNER
EXPRESS BUILDING SUPPLY INC,MOSES LAKE,WA,98837,(509) 765-3456,http://www.truevalue.com/,
MCMILLINS FURNITURE INC,YALE,MI,48097,(810) 387-2626,http://www.mcmillins.com/,CHARLES R MCMILLIN
CARPET CITY & HOME DEC CTR INC,SPRINGFIELD,VA,22150,(703) 451-0400,www.homedecorcenter.com,ALI
VALDOSTA CARPET CENTER,VALDOSTA,GA,31604,(229) 244-1427,www.valdostacarpetcenter.com,
DREAMLAND CARPETS,BUCKHANNON,WV,26201,(304) 472-3888,none,WESLEY ALLEN MARSH
DOMINION FLOOR COVERING INC,YORKTOWN,VA,23693,(757) 595-5777,http://domfloors.com,DOMINIC VELARDI
SLOTHROP INC,ALLENTOWN,PA,18102,(610) 439-1411,NONE,REFER TO ACCT # 184699
TOWN & COUNTRY CARPETS,PELHAM,GA,31779,(229) 294-9357,http://www.towncountrycarpets.com/,DON OR LA GRANDE
IDEAL FLOOR COVERING,TECUMSEH,CN,N8N 3T4,(519) 979-2354,http://www.weblocal.ca/ideal-floor-covering-tecumseh-on.html,PAT ROCCA
BENTON FLOORING CENTER INC,BENTON,IL,62812,(618) 438-2005,- No Response -,STANLEY LINDHORST/OWNER
CORNERSTONE INTERIORS & DESIGN,SEWARD,NE,68434,(402) 643-2631,www.cornerstoneindesign.com,GREG MUELLER/OWNER
SERVICE FLOOR COVERING INC,SAINT CLAIR SHORES,MI,48082,(586) 294-0020,www.servicefloorcovering.com,"BRYAN MAZEY, PRES"
MCKIM CARPET SALES,CORYDON,IN,47112,(812) 738-8305,http://mckimcarpetsales.com/,ELDON MCKIM
F C & P FLOORING,EAST BRUNSWICK,NJ,8816,(732) 905-2002,http://justcarpetsnj.com/visitus.html,FRANK DIFIGLIA
ARNOLD'S,MCKENZIE,TN,38201,(731) 352-9223,http://www.westtnonline.com/arnolds.htm,SUSAN
BUCHANONS FLOORS LLC,EDDYVILLE,KY,42038,(270) 388-7365,http://www.buchanonsfloors.com/,JAISON RILEY
WILKES FLOOR COVERING,WILKESBORO,NC,28697,(336) 903-8453,http://www.wilkins-floorcovering.com/,ERIC LEE
FLOORING GALLERY LLC,STERLING HEIGHTS,MI,48314,(586) 731-2700,http://www.manta.com/c/mm72vzs/flooring-gallery,BILL ABRAHAM/OWNER
BAUMGARTNER'S,AUXVASSE,MO,65231,(573) 386-2231,http://www.baumgartners.com/,
WERTZ FLOORING GALLERY INC,MIDLOTHIAN,VA,23112,(804) 745-3215,http://www.wertzflooring.com/,BRIAN N WERTZ
FLOOR WORLD OF W FLORIDA INC,SPRING HILL,FL,34606,(352) 688-8889,http://web.userinstinct.com/12408140-floor-world-of-west-florida-inc.htm,JAMES DICONO         PRES
FARMERS LUMBER CO INC,HILL CITY,KS,67642,(785) 421-2165,http://www.farmerslumber.com/,
"PILOT FLOORCOVERING, INC.",WINSTON SALEM,NC,27127,(336) 785-1066,http://pilotfloorcov.brandsource.biz/,
CUSTOM FLRING & ACOUSTICS INC,CHAMPAIGN,IL,61820,(217) 356-8742,http://www.custom-flooring.net/,
SUPERIOR HOME SOLUTIONS INC,ONEONTA,AL,35121,(205) 625-6741,No Website Exists,EVAN GALBREATH
DEMOTTTE CARPET INC,DEMOTTE,IN,46310,(219) 987-4941,http://www.demottecarpet.com/,
MILLERS CARPET & FURNITUR,HASTINGS,MI,49058,(269) 945-2091,http://local.yahoo.com/info-16405700-miller-s-carpet-furniture-hastings,MIKE MILLER
FRESH START DECORATING CENTER,UVALDE,TX,78801,(830) 591-2324,N/A,JOSE RENE RUIZ-OWNER
CAPITAL CARPET & FURNITURE INC,WASHINGTON,DC,20009,(202) 234-8882,http://capitalcarpetfurniture.com,KAVOOS RAD
CARPET HOUSE,PIQUA,OH,45356,(937) 773-9505,n/a,LARRY HOSTETTER
KOSCO FLOORING,HAMILTON,CN,L8W 2C7,(905) 296-7586,http://www.koscoflooring.com/,ONJEN KOSCO/OWNER
AL & BOBS INC,GRANADA HILLS,CA,91344,(818) 363-4030,http://www.kudzu.com/m/Al-Bob's-Carpets-7226293,
FACTORY WAREHOUSE OF FLRS LLC,DELAND,FL,32720,(386) 740-7484,http://www.warehouseoffloors.com,DELORES SACCHERE/PRES
PAUL & PAUL DESIGNS,HILLSBOROUGH,NJ,8844,(908) 281-1802,http://www.hdwfg.com/fullams/sb.cn,PAUL VERONSKY
GILLES TRUE VALUE,VILLA GROVE,IL,61956,(217) 832-8123,http://www.gillestruevalue.com/,JOHN GILLES
WEISS INTERIORS LLC,WILLSHIRE,OH,45898,(419) 495-2833,WWW.WEISS INTERIORS LLC.com,WILLIAM E WEISS/OWNER
PREMIER FLOORING INC,LEBANON,TN,37087,(615) 449-2668,http://www.myflooringsolutions.com,
"GRAND DESIGN, INC.",JACKSON,WY,83001,(307) 733-4510,n/a,LOUIS BENKOVICH
MOSIER FURNITURE & APPL,WEST UNION,OH,45693-1257,(937) 544-2711,http://www.mosierwestunionfurnitureandappliance.com/index.html,GARY MCCLELLAN
CARPET PLAZA,HIBBING,MN,55746,(218) 263-8801,http://www.minnesotadir.com/carpet-pla-hibbing-biz23036.htm,CURTIS LUNDIN
FLOORING STUDIO LLC THE,GONZALES,LA,70737,(225) 647-6463,http://www.theflooringstudioinc.com,MICHAEL T SPIERS
AMERICAN WHOLESALE FLOORING,MESA,AZ,85215,(480) 964-4000,http://www.americanflooringvegas.com/,BRIAN FROST          PRES
FLOORTOWN,CLEARLAKE,CA,95422,(707) 994-8011,Unable to locate a website,DANIEL E BOWEN/OWNER
M & M FLOOR COVERING,BROOKLYN,NY,11210,(718) 258-9784,http://brooklyn.citysearch.com/profile/7346846/brooklyn_ny/m_m_floor_covering.html,MICHAEL   MARIA
LURVEY CARPET SHOP,MARSHFIELD,MO,65706,(417) 468-5800,http://lurveycarpet.com/,
WEST FLOOR COVERING INC,AUBURN,IN,46706,(260) 925-3016,http://start.cortera.com/company/research/k2l9mxq4n/west-floor-covering-inc/,
FOLEY FRANK E ENTERPRISES,STRAFFORD,MO,65757,(417) 736-3607,- No Response -,FRANK FOLEY
JACKS WAREHOUSE CARPETS,CLINTON,MO,64735,(660) 885-4690,http://www.jackswarehousecarpets.com,GARY SMITH
DESSEL-ROACH FLOOR COV,WEST UNION,IA,52175,(563) 422-3419,N/A,SAME
"GM CARPET DISTRIBUTORS, INC.",DALLAS,TX,75238,(214) 342-1100,N/A,GENE TYLER
CUSTOM FLOORS AND INTERIORS,NEW BERN,NC,28560,(252) 672-0500,http://customfloorsandinteriors.flooringplus.com/,CHARLIEEVERINGTON
COUNTRY CARPET BARN,TITUSVILLE,PA,16354,(814) 827-3821,N/A,STEVE/JANE HARRISON OWNRS
M I Z INC,SUGAR LAND,TX,77478,(281) 398-2319,NONE,
NAMPA FLOORS & INTERIORS,NAMPA,ID,83687,(208) 466-8461,http://www.nampafloors.com/,ROGER WILSON
JK INTERIORS LLC,BEAVERTON,OR,97006-1253,(503) 888-1569,http://www.bbb.org/oregon/business-reviews/floor-laying-refinishing-and-resurfacing/jk-interiors-in-beaverton-or-22668555/directions,KATHLEEN MARTA
KELLER FAMILY ENTERPRISES INC,PORT RICHEY,FL,34668,(727) 868-4821,http://www.kellerent.com/,EDWARD G KELLER
THOMPSONS FLOOR COV,PORTERVILLE,CA,93257,(559) 781-1404,www.thompsonsfloorcovering.com/,
CARPETS OF WALTERBORO INC,WALTERBORO,SC,29488,(843) 549-7012,NONE,WILLARD LONG
SQUARE YARD CARPET,HENDERSON,KY,42420,(270) 827-1138,http://www.squareyardcarpet.com/,RICK CLEMENTS/OWNER
ATKINS FLOOR COVERING,VASSAR,MI,48768,(989) 823-8543,none.,BOB ATKINS
MIDDLE GEORGIA TILE CO INC,DUBLIN,GA,31021,(478) 274-1153,http://www.middlegeorgiatile.net/,GEORGE ROSA/OWNER
DEYOUNG FLR CVG & DESIGN CTR,PINCONNING,MI,48650-0445,(989) 879-4711,www.charlesvangelder.com,JIM OR NORA DEYOUNG
CLASSIC CARPET & INTERIORS,WEBSTER CITY,IA,50595,(515) 832-1219,http://www.classiccarpetandinteriors.com/,
GGC WHOLESALE FLOORING,COLUMBUS,OH,43205,(614) 253-9300,http://www.ggcflooring.com/,GARY GALBREATH
JACKSON CARPET,MILAN,TN,38358,(731) 686-1905,www.jcarpet.com,ED JACKSON
SCHNEEBERGERS FURN & APPL,CASS CITY,MI,48726-0098,(989) 872-2696,N/A,ALAN
SIMPSON COMPANY THE,JEFFERSONVILLE,IN,47130,(812) 283-5336,http://www.thesimpsonco.net/index.htm,
BAY CARPET & INTERIORS,BAY SAINT LOUIS,MS,39521,(228) 467-5000,http://local.brainerddispatch.com/bay+carpet+and+interiors.9.81521325p.home.html,CLARE JUNG
BAILEY'S CUSTOM CARPET INC,CONCORD,NH,03301-3414,(603) 228-1751,http://www.baileyscarpets.com,
TRI COUNTY FURNITURE & CARPET,COVINGTON,VA,24426-1544,(540) 962-5137,http://www.broyhillfurniture.com/,W. B. WALKER
LEE CARPET WORKS,PLEASANT GAP,PA,16823,(814) 359-4299,NONE,CINDY
HOUSE OF CARPET,FORT WALTON BEACH,FL,32549,(850) 243-6832,http://www.houseofcarpets.biz,RICHARD HOERBER
BLUE SPRINGS CARPET & TILE LLC,BLUE SPRINGS,MO,64015,(816) 228-2011,www.bluespringscarpet.com,ROBERT THORPE JR
CORY MAUPIN SALES INC,DENVER,CO,80239,(303) 295-2258,http://www.corymaupinsales.com/,JOYCE
NCK CARPET PLUS,CONCORDIA,KS,66901,(785) 243-1141,www.nckcarpetplus.com,TOM & CAROL RICHARD
FLOORS & MORE INC,PRIEST RIVER,ID,83856,(208) 448-1914,N/A,KEVIN M JOHNSON/PRES
NELSEN FURNITURE INC,VALENTINE,NE,69201,(402) 376-1360,http://www.nelsenfurniture.com,DAVID NELSEN
D & D FLOOR COVERINGS,RUCKERSVILLE,VA,22968,(434) 985-6123,http://dandd.flooringplus.com/,DAVID - MIKE
M & M CUSTOM FLOORING INC,NEW LENOX,IL,60451,(815) 485-4884,http://www.mmcustomflooring.com/,
SKYWAY FLOOR COVERING INC,MONROE,NC,28110,(704) 282-0029,N/A,
LEMCO CARPETS INC,SALT LAKE CITY,UT,84107,(801) 262-9989,http://www.lemcodesign.com,REED
WITTWER INC,SAINT GEORGE,UT,84790,(435) 986-3100,http://www.wittwerconstruction.com/,
CLT FLOORING & FURNISHINGS,NEWCASTLE,WY,82701,(307) 746-3335,www.hoovers.com,SAME
CHICAGO STREET DECORATING,GENESEO,IL,61254,(309) 944-6854,http://www.chicagostreetdecoratingcenter.com,KEVIN PAXTON
FLOORS FOR YOU INC,BROWNSBURG,IN,46112,(317) 852-8985,http://www.floorsforyou.net/,FRANK KEETON
LIL HOUSE OF CARPET INC,FENTON,MI,48430-2763,(810) 629-5593,http://lilhouseofcarpet.com/index.htm,"MICHAEL J. JORDAN, PRES"
BEST BUY SUPPLY INC,CAMBRIDGE,MD,21613,(410) 228-3800,http://bestbuy.brandsource.biz/,FRANK BROOKS
MURRAY MCCULLOUGH LTD,BELLEVILLE,CN,K8N 4Z2,(613) 969-7847,http://www.manta.com/ic/mt6c0gw/ca/mccullough-murray-limited,KEITH MCCULLOUGH
PUFFINBURGER DISTRIBUTORS,GREEN SPRING,WV,26722-0508,(304) 492-5814,NONE,"ORVIL PUFFINBURGER, OWNER"
C JS FLOORING INC,BLUFFTON,IN,46714,(260) 824-5440,http://www.cjsflooring.com/,"TODD GERBER, PRESIDENT"
RUSH CARPET,SELMA,AL,36703,(334) 875-8409,NONE,JULIUS RUSH
DARIOS CARPETS,LOS ANGELES,CA,90045,(310) 641-2914,http://www.darioscarpets.net,SANTOS HERNANDEZ
GIRARDI CARPET,BRANTFORD,CN,N3T 5L9,(519) 751-1413,not found,VINCE GIRARDI
ACCENT INTERIORS,WARREN,IN,46792,(260) 375-3900,http://local.yahoo.com/info-15997356-accent-interiors-warren,VICKIE L. GRIM PRESIDENT
CUSTOM FLOORING LLC,VICKSBURG,MS,39180,(601) 636-7474,http://www.customflooringllc.com/carpet.html,WESLEY B JONES
GREGORY J FINE FLOORING &,NASHUA,NH,03063-1004,(603) 886-9129,http://gregoryj.flooringplus.com,GREGORY J KYER
MIKES CARPET MART INC,SAINT ALBANS,WV,25177,(304) 768-6613,www.carpetingbymike.com,MIKE KYLE
LOOMCRAFT CARPET,SPRING,TX,77379,(281) 370-2255,http://loomcrafthomedesign.com,WAYNE/JENNIFER
BKMJ ENTERPRISES INC,LINCOLN,NE,68512,(402) 420-5566,http://www.gotchacovered.com/,BARRY FOWLER         PRES
"ACTION KITCHENS,BATHS & FLOORS",SURF CITY,NC,28445,(910) 328-4334,http://www.actionremodel.com,HIRAM WILLIAMS
GRINSTEADS HOME FURNISHINGSINC,BOWLING GREEN,KY,42101,(270) 843-1072,N/A,GARY S GRINSTEAD
ABINGDON CABINETRY & FLRNG INC,ABINGDON,VA,24210,(276) 628-4621,none,SUSAN P FORKNER
CARPETMAN,TURLOCK,CA,95380,(209) 667-4422,http://www.carpetmanproflooring.com/,
STONE COUNTY CARPET & TILE LLC,WIGGINS,MS,39577,(601) 928-9974,NONE,MARGARET JOBE CURTIS/OWNR
LUKASIEWICZ FURN & APPL INC,FARWELL,NE,68838,(308) 336-3411,N/A,
STERLING HEATH,CANTON,SD,57013,(605) 764-6131,www.wikitree.com,STERLING HEATH
J B COPELAND & SON,ALBION,IL,62806-1006,(618) 445-2212,N/A,
EATON FLOOR & WALL INC   TF,EATON,OH,45320,(937) 456-5635,http://eatonfloor.interx2.net/,DAVE TURNER
CARPET HOUSE,LINCOLN,IL,62656,(217) 735-2531,http://web1.awesomebusinesspages.com/detail-715483452.htm,JOHN RENFRO
FLOOR & WALL CENTER,SAINT CHARLES,MO,63303,(636) 946-5505,http://www.floorandwallcentre.com/,
CARPET VALUE INC,MILWAUKEE,WI,53228,(414) 543-6543,www.manta.com/c/mm2dm4w/value-carpets-inc,
MELGREEN FURNITURE,FARMINGTON,IL,61531,(309) 245-4307,http://www.melgreenfurniture.com/,
MERSCHMAN CARPET CENTER,SAINT PAUL,IA,52657,(319) 469-2931,http://merschmancarpet.com/,MARVIN MERSCHMAN/OWNER
WILLIAMS CARPET INC,CHARLESTON,SC,29414,(843) 571-6628,none,
CHILDRESS BUILDING CENTER,CHILDRESS,TX,79201,(940) 937-2676,http://www.cci-cbc.com/childressconstruction.html,CHARLES C BAKER/PRES
KEY CARPETS LLC,MOLALLA,OR,97038,(503) 829-6008,http://keycarpetsllc.com/,MARY LYNN JACOB
FORSYTH DESIGN CENTER INC,CUMMING,GA,30041,(770) 889-0709,http://www.forsythdesigncenter.com,PAMELA CARVER/PRES
ALBRITTON CO THE,HOOKERTON,NC,28538,(252) 747-2821,www.albritton-interiors.com,
FASHION FLOORS,MEDFORD,OR,97501,(541) 779-0996,http://www.fashionfloors.net/,DON STRAW
DESIGNER SOLUTIONS INC,HARDY,VA,24101,(540) 719-1266,www.design-solutions.com,MIRANDA FORRY
HOME PLACE FLOORS,LAMPASAS,TX,76550,(512) 556-4007,http://homeplacefloors.com/laminate.htm,GEORGE M. INGRAM-PARTNER
ARMSTRONG FLOOR & WALL,SILVER CITY,NM,88061,(575) 388-3149,www.armstrong.com,RIGG LISA
DON FRANK CO,PORTLAND,OR,97214,(503) 235-5447,http://www.donfrankfloors.com,
STEPHEN'S FURNITURE,HAVANA,IL,62644,(309) 543-3295,http://stephensfurnitureltd.com/,DUDLEY STEPHENS
ECONOMY CARPETS INC,MUSCLE SHOALS,AL,35661,(256) 383-6821,http://www.economycarpets.com,LEWIS PATTERSON
GREAT LAKES FLOOR CVRNG SVCS,TEMPERANCE,MI,48182,(734) 850-1618,N/A,"TOM WIRICK, OWNER"
HACKNEY CARPETS,MARIETTA,GA,30066,(770) 429-9149,http://hackneycarpet.com,
PETERSEN'S LINOLEUM & CARPETIN,FORT COLLINS,CO,80525,(970) 226-5343,http://www.petersensflooringanddesign.com,JIM PETERSEN
FLEENER'S INC.,GREENSBURG,KS,67054-1707,(620) 723-2741,http://www.fleenerfuneralhome.com/,JOHN FLEENER
JACKSON FLOOR CENTER INC,JACKSON,AL,36545,(251) 247-2600,N/A,WAYNE
FAGNANT CARPET,WARWICK,RI,2886,(401) 737-1191,none,
HIGH BROTHERS INC.,CAMDENTON,MO,65020,(573) 346-5663,NONE,JIM & MIKE HIGH
TEXOMA INTERIOR,POTTSBORO,TX,75076,(903) 786-3726,NONE,ALLEN PEARSON
HOWARD FURNITURE & HDWR CO INC,DENVER,NC,28037,(704) 483-2283,http://howardsfurnitureanddecoratingcenter.com/,
HOUGH INVESTMENT GROUP INC,TAMPA,FL,33609,(813) 287-2480,http://www.relointeriors.com/Layouts/Layout1/Default.aspx,P ANTHONY HOUGH/PRES
TOLLER ENTERPRISES LLC,CLAYTON,GA,30525,(706) 782-2741,N/A,KEITH J. TOLLER
ADANAC CARPET LTD,VANCOUVER,CN,V5Y 3K6,(604) 255-3852,No website exists.,WILSON WONG
STEVENS CARPET INC,WATONGA,OK,73772,(580) 623-7757,http://www.stevenscarpetinc.com,CHARLES-JACQUITA
HOWE CARPET & CABINET,IRVINGTON,IL,62848,(618) 249-6421,www.manta.com,PHILLIP HOWE
B & W FURNITURE & FLOOR COVRNG,BETHANY,MO,64424,(660) 425-6712,http://bandwfurnitureandfloorcovering.com/,
S&H CUSTOM CARPET,KENTON,OH,43326,(419) 675-5100,No Website Exists,SHAWN STUMP
H & R CARPET & SALES INC,WEST,TX,76691,(817) 826-3062,http://www.handrcarpet.com/,TERRY REDDELL & JAMES BOH
NASIM INC,TUCSON,AZ,85712,(520) 318-0009,http://www.hansenwholesale.com/?AID=10813796&PID=4181854&source=CJ&af=4181854,
MINDEN LUMBER & CONCRETE CO,MINDEN,NE,68959-0340,(308) 832-2157,N/A,PHIL WERNER JR
GOOD HEALTH CLEANING CO,BURLINGTON,CO,80807,(719) 346-7579,n/a,DANIEL & MYRNA TROYER
DIAMOND PAINT CO.,DES PLAINES,IL,60018,(847) 824-8084,www.diamondpainthomecenter.com,JOHN KOUVELIS
MCCOOK F/C & FURNITURE INC,MCCOOK,NE,69001,(308) 345-1952,N/A,SAME
BEST VALUE FLOORING AND,BURLINGTON,WI,53105,(262) 206-7154,www.ifloor.com,
INTERIORS NORTHWEST-PUYALLUP,PUYALLUP,WA,98374-6451,(253) 845-9353,http://interiorsnorthwest.net/index.htm,BARB TIPTON  PRES.
PRATT FURNITURE INC,LEWISTOWN,IL,61542,(309) 547-3663,www.cpratts.co.uk,
B & H CARPET SALES,ZANESVILLE,OH,43702,(740) 454-8822,- No Response -,BILL GILGER
HOUSE OF CARPETS LLC,SHREVEPORT,LA,71106,(318) 868-3671,http://www.houseofcarpets.net/,MARK M HARRISON
MAGIC CARPET CO INC       CIB,BAY CITY,MI,48708-7178,(989) 894-2857,http://www.magiccarpetskilifts.com/,"DICK CHARBONNEAU, OWNER"
CONKLIN BROS OF SAN CARLOS,SAN CARLOS,CA,94070,(650) 591-5600,http://www.conklinbrosofsancarlos.com/,DANNI GAO
CUSTOM FLOORS,DALLAS,TX,75238,(214) 341-0310,"http://maps.google.co.in/maps/place?hl=en&prmd=ivnscm&resnum=1&bav=on.2,or.r_gc.r_pw.&biw=1024&bih=677&um=1&ie=UTF-8&q=CUSTOM+FLOORS+in+DALLAS&fb=1&gl=in&hq=CUSTOM+FLOORS&hnear=0x864c19f77b45974b:0xb9ec9ba4f647678f,Dallas,+TX,+USA&cid=11162180908025340987",LARRY
TILE MART CORPORATION,ALBUQUERQUE,NM,87110-2963,(505) 830-1952,http://nmtilemart.com/,HECTOR BRAVO/PRES
BENNETT-COOPER FLOORS,RAMSEY,MN,55303,(763) 786-9616,http://www.bbb.org/minnesota/business-reviews/carpet-layers-equipment-and-supplies/bennett-cooper-floors-in-ramsey-mn-44003064,
BALLWEG HOME DECORATING CENTER,COLUMBUS,WI,53925,(920) 623-4480,www.globalspec.com,TONY BALLWEG
PRECISION DECORATING CTR INC,WINSTON SALEM,NC,27127,(336) 785-3625,http://www.precisiondecorating.com,JIM
ATKINS CUSTOM FLOORS INC,DU QUOIN,IL,62832,(618) 542-4821,N/A,WILLIAM ATKINS
MCKELVY FLOOR COVERING,ROWLETT,TX,75088,(972) 475-4041,http://mckelvy.tripod.com/,LYNN KINCAID
DORAN & SONS DISC FLOORING,WESTWEGO,LA,70094,(504) 347-5490,N/A,RICHARD J DORAN/PRES
BAKER INTERIORS INC,LITTLETON,CO,80120,(303) 794-7900,http://www.bakerinteriors.com/,
MORRISONS HOME CENTER INC,NASHVILLE,GA,31639,(229) 686-2014,www.lumbercenter.com,ANDY MORRISON
YOUR FLOOR & DECOR,MESA,AZ,85202,(480) 755-9538,http://www.yourfloordecor.com/,DAVID N TURNER
THREE ANGELS INC,HOUGHTON LAKE,MI,48629,(989) 366-9612,n/a,"WILLIMA KRENTZ, PRESIDENT"
DOUBLE BAR J ENTERPRISES LLC,WHITEWRIGHT,TX,75491,(903) 364-1111,- No Response -,JASON & AMY SIMPSON/PRES
ANDERSON TILE,ANDERSON,SC,29625-2127,(864) 226-6018,none,SAME
HERINGHAUS FURNITURE,OTTAWA,OH,45875,(419) 523-4675,http://www.heringhausfurniture.com/,JIM
D D BARNES LLC,AIKEN,SC,29803,(803) 643-3643,www.barnesandnoble.com,DALLAS BARNES JR
DANFORD FLOORS & MORE INC,LANSING,MI,48917-4252,(517) 393-2510,http://www.danfordcarpet.com/,
HOLLIDAY'S FLOORING,BELTON,SC,29627,(864) 338-5466,http://www.hollidaysflooring.com/,JAMES C HOLLIDAY
RADEMACHER BROS. LUMBER CO INC,GIFFORD,IL,61847,(217) 568-7322,none,
HYDERS CARPET,FORT WALTON BEACH,FL,32547,(850) 863-1398,http://www.hyderscarpets.com/,MURRELL HYDER
TSW LLC,MERRIAM,KS,66202,(913) 432-7900,http://www.tswllc.com/,MICHAEL CHRISTIE
ROE CARPET & VINYL,EAST LIVERPOOL,OH,43920,(330) 386-9141,- No Response -,ROGER ROE
ROSSOS KARPET KORNER,LA MIRADA,CA,90638,(562) 943-3030,http://www.rossoskarpets.com,ROBERT ANDERSON
WHITE LAKE FLOORING INC,MONTAGUE,MI,49437,(231) 893-1730,http://www.whitelakeflooring.com/,ALEX FELT            PRES
CARPET FLOORS & MORE,TOMPKINSVILLE,KY,42167,(270) 487-0880,http://www.facebook.com/pages/Carpet-Floors-More/159569537399068,"GRALAND DAVIS, OWNER"
TAZEWELL FLOOR COVERING,MORTON,IL,61550,(309) 266-6371,http://www.tazewellfloor.com/,PATRICIA ZIMMERMAN/PRES.
HOUSTON CARPET SALES & SERVICE,PEARLAND,TX,77581,(281) 485-7470,- No Response -,
PARDUE & QUARLES,JONESBORO,LA,71251,(318) 259-2529,N/A,LAURI
MCKINNON UNLIMITED INC,WORLAND,WY,82401,(307) 347-3289,NONE,
PYNE FLOOR COVERINGS,PLEASANT GROVE,UT,84062,(801) 785-3718,http://www.pynefloors.com,
ADAMS INTERIORS INC,ELK RIVER,MN,55330,(763) 441-2844,n/a,HAROLD ADAMS
COUNTRY CARPET WAREHOUSE INC,ATTICA,MI,48412,(810) 724-0000,none,CHARLES A. SORBIE JR
STONE HOUSE FLOORS,STRASBURG,VA,22657,(540) 465-8055,none,SUE HORTON
HOMETOWN FURN & APPL LTD LLC,ALLIANCE,OH,44601,(330) 823-7775,NONE,PAUL H. SULLIVAN
COUNTRY FURN & LIGHTING INC,QUAKERTOWN,PA,18951,(215) 538-8686,http://www.manta.com/c/mm2rrnq/karen-s-furniture,THOMAS COCHRANE/PRES
CALGARY CARPET CRAFT,CALGARY,CN,T3J 5H2,(403) 630-4035,http://calgary-carpet-craft-inc.alberta.canadab.com/,SUKHAIRPAL SADIOURA
WALLY WEMNANT'S CARPET MKTNG,SAINT CATHARINES,CN,L2R 4M2,(905) 685-6663,http://www.wallywemnant.com/,JOANNE & LARRY WHALLEY
PROBST FURNITURE,CEDAR SPRINGS,MI,49319,(616) 696-9340,No website found,
LOUS FLOOR COVERING,SAN PEDRO,CA,90732,(310) 548-5557,http://www.lousfloor.com/,SAME
J & S FLOOR COVERING INC,ASHIPPUN,WI,53003-0025,(920) 474-4244,- No Response -,EVERETT JAEGER
L & L FLOORCOVERING INC,ROCK ISLAND,IL,61201,(309) 786-3656,http://www.superpages.com/bp/Rock-Island-IL/L-L-Floor-Covering-Inc-L2064415591.htm,
GERAMI'S FLOORS,LAFAYETTE,LA,70501,(337) 232-6202,http://www.geramis.com,
ALL ABOUT FLOORS,HOT SPRINGS,AR,71913,(501) 321-2522,http://www.allaboutfloorsinc.net/,GREG D LININGTON/PRES
ALLEY CARPET & FLOORING INC,HUACHUCA CITY,AZ,85616,(520) 456-2979,none,MARION ALLEY
CARPET COTTAGE,PASCAGOULA,MS,39567,(228) 762-8809,http://www.carpetcottage.com,
FURNITURE SALES CONSULTANTS,WHEATLAND,WY,82201,(307) 322-2010,www.careerjet.co.za,HERSCHEL D PRUITT/OWNER
SUPERIOR CARPETS & FLOOR,DECATUR,AL,35602,(256) 351-9016,http://superiorcarpetsal.com/,
"COASTLINE FLOOR COVERING, LLC",EGG HARBOR TOWNSHIP,NJ,8234,(609) 569-9909,http://www.coastlinefloorcoverings.com/,RICHARD WAINWRIGHT
TREND TILE INC,GLENDALE HEIGHTS,IL,60139,(630) 893-4470,http://www.trendcarpettile.com/,STEVE CELL
FLOOR STORE THE,FITZGERALD,GA,31750,(229) 423-6763,http://www.thefloorstore.co.nz/,
GIBSON FLOORS,HEWITT,TX,76643,(817) 666-1144,http://www.gibsonsinteriors.com/,
LEITCHFIELD FLOOR COVERING,LEITCHFIELD,KY,42755-0365,(270) 259-9733,N/A,ROY L SMITH/MEMBER
CUSTOM CARPETS,FAIRMONT,WV,26554,(304) 366-7357,N/A,JOHN NESTOR
DECORLUX SAC,"LIMA, PERU",,,(511) 213-2930,http://www.decorluxonline.com/,LUIS JAVIER MONTEBLANCO
ALFOMBRAS MULTICARPET LTDA,SANTIAGO CHILE,,,(562) 663-4000,"http://www.chilnet.cl/rc/company/results_company_mbr.asp?meco_code=300071954&parstacks=0,0,0,0,0&lang=eng&mask=510",CELL 5699-238-7011
PARAMOUNT CARPET SLS &SER LTD,"CAYMAN ISLANDS, BWI",,,(345) 949-5000,http://www.paramountcarpets.ky/,MITCHELL/GARY RANKIN
,,,,,,
