name,address,city,state,postal,owner,phone,website
R Fraser Company Inc,148 Derry Rd,Hudson,NH,03051-3715,Richard Hook,(603) 882-0079,WWW.RFRASERCO.COM
Start To Finish Carpet Uphlst,PO Box 1271,Londonderry,NH,03053-1271,Noel Wilder,(603) 437-6388,WWW.STARTTOFINISHCLEANING.COM
Dans Floor Store,66 Gilcreast Rd Ste 4,Londonderry,NH,03053-3562,Daniel Barden,(603) 432-8067,WWW.DANSFLOORSTORE.COM
Stans Carpet & Vinyl,PO Box 1841,Merrimack,NH,03054-1841,Stan Lojko,(603) 429-3747,WWW.STANSCARPETNH.COM
Johnston Flooring Service,904 Columbia Cir,Merrimack,NH,03054-4163,Walter Johnston,(603) 424-7949,WWW.JOHNSTONFLOORING.COM
Holland Flooring Inc,41 Mcgettigan Rd,Milford,NH,03055-3218,Paul Holland,(603) 673-4104,WWW.HOLLANDFLOORING.COM
Garnham Flooring & Decorating,227 Union Sq,Milford,NH,03055-4271,Michael Cardoza,(603) 673-2201,WWW.CARDOZAFLOORING.COM
Thompson And Son Flooring,115 Elm St Ste 2,Milford,NH,03055-4763,Francis Thompson,(603) 672-1816,WWW.THOMPSONSWATERSEAL.COM
Affilted Persian Rug Galleries,227 Main St,Nashua,NH,03060-2938,Hussien Mahfuz,(603) 882-5604,WWW.PERSIANRUGSNH.COM
Shattuck Rug Corp,48 Bridge St Unit F,Nashua,NH,03060-3564,Paul Bourque,(603) 888-2672,WWW.SHATTUCKRUG.COM
Rug Depot Inc,8 Spit Brook Rd Ste 7,Nashua,NH,03060-6924,Pat Intintoli,(603) 891-1771,WWW.RUGDEPOT.COM
Mahfuz & Sons Rug Gallery,PO Box 4040,Nashua,NH,03061-4040,Micheal Beaupre,(603) 883-9677,WWW.MAHFUZRUGS.COM
Carpet Center,320 Amherst St 101a,Nashua,NH,03063-1720,Joseph Dagan,(603) 889-0057,WWW.CARPETCENTERCORP.COM
Ron Wlson Sons Hardwood Floors,49 Tenney Rd,Pelham,NH,03076-3145,Ronald Wilson,(603) 384-3068,WWW.RONWILSONANDSONS.NET
Dech Tech Inc,PO Box 1568,Raymond,NH,03077-3568,Paul Caulfield,(603) 895-0126,WWW.DECTECHFLOORING.COM
Messinas Flooring & Carpet,7 Industrial Way Ste 4,Salem,NH,03079-2817,Phillip Messina,(603) 898-3700,WWW.MESSINASFLOORING.COM
Gary W Raymond Profsnl Hardwd,805 Gibbons Hwy,Wilton,NH,03086-5604,Gary Raymond,(603) 654-5181,WWW.HARDWOODFLOORSNH.COM
Devine Carpet,438 Gibbons Hwy,Wilton,NH,03086-5815,James Devine,(603) 672-0392,WWW.DEVINEFLOORING.COM
Armco Flooring,38 Rockingham Rd,Windham,NH,03087-1309,Joe Armano,(603) 893-3591,WWW.ARMCOFLOORING.NET
Four Star Flooring Inc,52 Dow St,Manchester,NH,03101-1211,John Kallelis,(603) 624-7827,WWW.FOURSTARFLOORING.COM
A & S Floors,17 Bradley St,Manchester,NH,03103-5889,Philip Gagnon,(603) 669-1602,WWW.AANDSFLOORS.COM
Lous Floor Covering,78 Londonderry Tpke,Hooksett,NH,03106-2000,Michael Eglody,(603) 623-8720,WWW.LOUSFLOORCOVERINGS.COM
A & E Flooring Inc,59 Londonderry Tpke,Hooksett,NH,03106-2013,Jeannette Indoccio,(603) 625-1266,WWW.AEFLOORING.COM
Spectrum Floors Inc,1600 Candia Rd Unit 9,Manchester,NH,03109-5512,Scott Richards,(603) 626-3998,WWW.SPECTRUMFLOORSLLC.COM
Carpet World New Hampshire Inc,1000 E Indus Pk Dr Ste 7,Manchester,NH,03109-5636,Byron Day,(603) 623-0000,WWW.CARPETWORLDNH.COM
Wilson Installations LLC,34 Catesby Ln,Bedford,NH,03110-4514,Vernon Wilson,(603) 472-5330,WWW.WILSONINSTALLATIONS.COM
Mir Sultan Oriental Rugs,280 Route 101,Bedford,NH,03110-5101,Salman Saeed,(603) 472-8200,WWW.MIRSULTANRUGS.COM
Goedecke Paint & Decorating,284 State Route 101,Bedford,NH,03110-5101,Alan Goedecke,(603) 472-5221,WWW.GODECORATE.NET
Flooring America,141 Daniel Webster Hwy,Belmont,NH,03220-3030,Bruce Hamel,(603) 524-5588,WWW.HOME-BEAUTIFUL.COM
Karpets by Kerry,PO Box 839,Contoocook,NH,03229-0839,Kerry Sarette,(603) 746-4895,WWW.KARPETSBYKERRY.COM
Colorshed LLC,125 Daniel Webster Hwy,Meredith,NH,03253-5653,Cynthia Bruning,(603) 279-6582,WWW.COLORSHED.COM
Holmes Carpet Center LLC,37 Suncook Valley Rd,Chichester,NH,03258-6429,Peter Holmes,(603) 798-3193,WWW.HOLMESCOMPANIES.COM
Wilder Flooring,683 First Nh Tpke Ste A,Northwood,NH,03261-3304,Kenneth Wilder,(603) 942-5359,WWW.WILDERFLOORING.COM
Plymouth Furniture Company Inc,151 Main St,Plymouth,NH,03264-1594,James Lurie,(603) 536-1625,WWW.PLYMOUTHFURNITURECO.COM
Baker Valley Floors Inc,34 Route 25,Plymouth,NH,03264-3142,Randall Pabst,(603) 536-4003,WWW.BAKERVALLEYFLOORS.COM
Floor Show Warehouse,PO Box 361,Tilton,NH,03276-0361,Lawrence Butt,(603) 524-2242,WWW.FLOORINGSUPERSTORE.COM
Braid Designs Unlimited,462 W Main St,Tilton,NH,03276-5020,Janice Jurta,(603) 286-4511,WWW.COUNTRYBRAIDHOUSE.COM
Levine David Oriental Rugs,10 N Main St,Concord,NH,03301-4910,Angela Fortier,(603) 225-5512,WWW.NHRUG.COM
Cohen Menashe,443 Winchester St,Keene,NH,03431-3916,Menashe Cohen,(603) 357-5152,WWW.MEDITERRANIAORIENTALRUGS.COM
Floor It All,29 Commercial Ln,Rindge,NH,03461-5651,Dennis Zadeboncoeur,(603) 899-2727,WWW.FLOORITALLLLC.COM
Floor Works The,2190 Main St,Bethlehem,NH,3574,Jeff Davidson,(603) 869-5880,WWW.THEFLOORWORKS.COM
Syracuse Commercial Floors,54 Fish Pond Rd,Colebrook,NH,03576-6620,Brendan Prusik,(603) 237-8900,WWW.SYRACUSECOMMERCIALFLOORS.COM
Carpet Barn LLC,21 Elm St Ste 3,Lancaster,NH,03584-3162,Jacqueline McKenna,(603) 788-2325,WWW.THE-CARPET-BARN.COM
Birons Flooring Inc,PO Box 661,Claremont,NH,03743-0661,James Herbert,(603) 543-0329,WWW.BIRONSFLOORING.COM
New England Kitchen & Bath Ctr,PO Box 1412,Claremont,NH,03743-1412,Brian Dutilley,(603) 543-0590,WWW.NEWENGKITCHENANDBATH.COM
Elite Cleaning,10 Spencer St,Lebanon,NH,03766-1345,Keith Beardslee,(603) 448-6005,WWW.CLEANERCARPETCLEANER.COM
Carpet Mill USA Inc,213 Mechanic St,Lebanon,NH,03766-1520,Michael Michalenoick,(603) 448-3902,WWW.CARPETMILLUSA.COM
Bridgmans Furniture Inc,387 Miracle Mile,Lebanon,NH,03766-2637,Steven Rutledge,(603) 448-2510,WWW.BRIDGMANS.COM
Upper Valley Carpet Center,8 Commerce Ave,West Lebanon,NH,03784-1669,R Kerekes,(603) 298-6577,WWW.UPPERVALLEYCARPET.COM
Route One Carpet & Decorating,599 Lafayette Rd Ste 10,Portsmouth,NH,03801-5409,Chris Adams,(603) 433-3113,WWW.ANNSUNIFORMCENTER.COM
New England Furniture,21 Central St,Farmington,NH,3835,Melvin Woodman,(603) 755-4402,WWW.NEWENGLANDFURNITURE.COM
Floors Of Distinction,30 Owens Ct Ste 4,Hampstead,NH,03841-5208,Karl Schlichte,(603) 329-0200,WWW.FODLLC.COM
Enos Design Centers,831 Lafayette Rd,Hampton,NH,03842-1257,Norma Eno,(603) 926-8733,WWW.ENOCORP.COM
H G Webber Antiques,495 Lafayette Rd,Hampton,NH,03842-3315,Robert Webber,(603) 926-3349,WWW.HGWEBBER.COM
Hoyt Flooring,90 Mill Rd,Hampton,NH,03842-3334,David Hoyt,(603) 926-0800,WWW.HOYTFLOORING.COM
Seacoast Oriental Rug,87 Lafayette Rd Ste 5,Hampton Falls,NH,03844-2300,Andrew Tagavi,(603) 929-9230,WWW.SEACOASTORIENTALRUG.COM
Rugs Rolls & More Inc,PO Box 522,Plaistow,NH,03865-0522,Mary Mcdonald,(603) 382-7884,WWW.RUGSANDROLLS.COM
Kingdom Contract Flooring LLC,9 Blossom Rd,Plaistow,NH,03865-3140,Ed Cross,(603) 382-5333,WWW.KINGDOMFLOORING.NET
Higgins Wood Floors Inc,PO Box 849,Rochester,NH,03866-0849,Robert Higgins,(603) 332-2773,WWW.BELOWTHEFOLD.COM
Brocks Plywood Sales Inc,PO Box 2005,Rochester,NH,03866-2005,Scott Brock,(603) 332-4065,WWW.BROCKSONLINE.COM
Portries Floor Coverings Inc,65 Lafayette Rd,Rye,NH,03870-6122,Steve Portrie,(603) 964-2115,WWW.PORTRIES.FLOORINGPLUS.COM
Interiors Plus Decorating Ctr,PO Box 198,Sanbornville,NH,03872-0198,Denise Norvell,(603) 522-9209,WWW.INTERIORSPLUSFLOORING.COM
Tri City Flooring,62 Market St,Somersworth,NH,03878-2711,Roy Hardy,(603) 692-2220,WWW.TRI-CITYFLOORING.COM
Somersworth Floorscapes,224 Route 108 Ste A,Somersworth,NH,03878-6513,Christopher Kinnison,(603) 343-5324,WWW.SOMERSWORTHFLOORANDWINDOW.NET
Cadieuxs Flooring,PO Box 155,Stratham,NH,03885-0155,Thomas Cadieux,(603) 772-2379,WWW.CADIEUXFLOORING.COM
York Flooring Co Inc,PO Box 146,York,ME,03909-0146,Walter Kiernan,(207) 363-4430,WWW.YORKFLOORINGCO.COM
Ben Beaulieu Building & Rmdlg,PO Box 514,Biddeford,ME,04005-0514,Ben Beaulieu,(207) 284-7013,WWW.BENSFLOORING.COM
Quality Floor Finishers Inc,10 Pomerleau St,Biddeford,ME,04005-9410,Mark Desmarais,(207) 284-4147,WWW.QUALITYFLOORFINISHERS.COM
Space Design Systems Inc,3 Trackside Dr,Kennebunk,ME,4043,Jack Graham,(207) 985-3300,WWW.SPACEDESIGNSYSTEMS.COM
Coastal Decorating Center,PO Box 803,Kennebunk,ME,04043-0803,Stephen Mahler,(207) 985-3317,WWW.COASTALDECORATING.COM
Howes Floor Store,PO Box 148,Wells,ME,04090-0148,Daniel Dickerson,(207) 646-2071,WWW.HOWESFLOORSTORE.COM
Homestead Flooring Inc,720 Route 1 Stop 6,Yarmouth,ME,04096-6939,Lawrence Stoddard,(207) 846-1344,WWW.DISTINCTIVETILEANDDESIGN.COM
Abbey Carpet,277 Marginal Way,Portland,ME,04101-2542,Michael Hale,(207) 775-2434,WWW.PORTCITYFLOORING.COM
Adams Angela Designs LLC,273 Congress St Ste 2,Portland,ME,04101-3647,Angela Adams,(207) 774-3523,WWW.ANGELAADAMS.COM
Capozza Tile & Floor Covering,267 Warren Ave,Portland,ME,04103-1167,Joseph Capozza,(207) 797-7635,WWW.CAPOZZATILE.COM
Paul G White Tile Co Inc,50 Allen Ave,Portland,ME,04103-3742,Paul White,(207) 797-7949,WWW.PAULWHITETILE.COM
Industrial Concrete Services,PO Box 10699,Portland,ME,04104-6099,Robert Leblanc,(207) 856-5000,WWW.ICSCOATINGS.COM
Araby Rug Galleries Inc,305 US Route 1,Falmouth,ME,04105-1309,Steve Moss,(207) 781-3686,WWW.ARABYRUG.COM
Noyes Flooring,46 Gray Rd,Falmouth,ME,04105-2020,Robert Caron,(207) 797-3033,WWW.NOYESFLOORING.COM
Higgins Carpet One,111 Ocean St,South Portland,ME,04106-2833,James Higgins,(207) 767-5576,WWW.HIGGINSCARPET.COM
Pauls Flooring,324 College Rd,Greene,ME,04236-3329,Paul Ceros,(207) 946-5698,WWW.PAUL-GREENE.COM
Dmt,25 Dumais Ave,Lewiston,ME,04240-5155,Michael Fazekas,(207) 783-7720,WWW.DMTFLOORS.COM
Floor Systems Inc,89 Lisbon St,Lisbon,ME,04250-6019,Gilles Veilleux,(207) 353-6690,WWW.FLOORSYSTEMSME.COM
Kennebec Wood,822 Main St,Oxford,ME,04270-3562,David Cuttler,(207) 539-8684,WWW.KENNEBECWOOD.COM
Bolsters Decorating Center,9 Market Sq Ste 1,South Paris,ME,04281-1537,Nancy Rideout,(207) 743-9202,WWW.BOLSTERSDECORATING.COM
Shop From Home Flooring,133 Mount Vernon Ave,Augusta,ME,04330-4230,Charles Master,(207) 626-3100,WWW.SHOPFROMHOMEFLOORING.COM
Mattsons Home Decorator Center,36 Anthony Ave Ste 201,Augusta,ME,04330-7891,Rene Voisine,(207) 623-1106,WWW.MATTSONSDECORATORCENTER.COM
Mattson Flooring,276 Whitten Rd,Hallowell,ME,04347-3035,Bill Logan,(207) 620-8888,WWW.BAYLEIGHFLOORING.COM
Proknee Inc,134 Devine Rd,Whitefield,ME,04353-3208,Lee Richards,(207) 549-3124,WWW.PROKNEE.COM
Antiquity Tile,12 Shaw Hill Rd,Hampden,ME,04444-3402,Brad Wiseman,(207) 862-3513,WWW.ANTIQUITYTILE.COM
Lincoln Color Center Inc,PO Box 146,Lincoln,ME,04457-0146,Peter Lyons,(207) 794-2475,WWW.LINCOLNCOLORCENTER.COM
Floor Magic,45 Biscay Rd,Damariscotta,ME,04543-4216,Ralph Pilsbury,(207) 563-8841,WWW.FLOORMAGIC.NET
Merrill Furniture Company,PO Box 149,Ellsworth,ME,04605-0149,Robert Merrill,(207) 667-8737,WWW.MERRILLFURNITURE.COM
Family Floor Store The,143 Oak St,Ellsworth,ME,04605-1650,Michael Brann,(207) 667-9391,WWW.THEFAMILYFLOORSTORE.COM
Chase,21 Water St,Ellsworth,ME,04605-2032,Lori Chase,(207) 667-7166,WWW.COASTALINTERIORS.INFO
Trenton Flooring & Furniture,1211 Bar Harbor Rd,Trenton,ME,04605-6020,George Wallace,(207) 667-5022,WWW.TRENTONFLOORINGANDFURNITURE.COM
Lloyd Hill Flooring,PO Box 281,Machias,ME,04654-0281,Mary Hill,(207) 255-3074,WWW.MARYHILL.COM
Hutchings Flooring Inc,96 Cleaves Rd,Easton,ME,04740-4051,Frederic Hutchings,(207) 488-6176,WWW.HUTCHINGSFLOORING.US
Schofields,PO Box 129,Rockland,ME,04841-0129,Stanley Quinn,(207) 594-2000,WWW.SCHOFIELDLOTHIAN.COM
Maroon Flooring,177 College Ave,Waterville,ME,04901-6219,Barry Stuart,(207) 873-4854,WWW.MAROONFLOORING.COM
Chases Home Furnishings Inc,PO Box 168,Unity,ME,04988-0168,Randall Roberts,(207) 948-1250,WWW.CHASESHOMEFURNISHINGS.COM
Bennington House Tile & Carpet,1267 Harwood Hill Rd,Bennington,VT,05201-8105,Andrew Sparta,(802) 447-3393,WWW.GMCFLOORING.COM
Bennington Furniture Inc,1371 Harwood Hill Rd,Bennington,VT,05201-8107,Denise Cyr,(802) 447-3212,WWW.BENNINGTONFURNITURE.COM
My Natural Form,PO Box 2225,Manchester Center,VT,05255-2225,Jeffrey Wilkinson,(518) 686-0725,WWW.WCWINC.US
A Candle In The Night Inc,181 Main St Ste 3,Brattleboro,VT,05301-2895,Larry Simons,(802) 257-0471,WWW.ACANDLEINTHENIGHT.COM
Brilliance Jewelry,122 Main St Ste 5,Brattleboro,VT,05301-3032,Nur Kiziltan,(802) 254-4460,WWW.BRILLIANCEJEWELRY.COM
Emerson Furniture,52 Elliot St,Brattleboro,VT,05301-3208,Peter Johnson,(802) 257-7166,WWW.EMERSONFURNITURE.COM
Damian Flooring,340 Franklin Rd,Vernon,VT,05354-9508,Donald Damian,(802) 254-4945,WWW.DAMIANFLOORING.COM
Advantage Sport USA Inc,1 Tigan St,Winooski,VT,05404-1361,Joseph Cochrane,(802) 655-4008,WWW.ADVANTAGESPORTUSA.COM
Carpet Gallery The,PO Box 2151,South Burlington,VT,05407-2151,Gary Lacey,(802) 862-0111,WWW.LACEYS.COM
Gm Floor Covering,67 Creek Gln Ste 1,Colchester,VT,5446,Gaetan Marchessault,(802) 288-9658,WWW.GMFLOORING.COM
Building Home Center Inc,PO Box 807,Milton,VT,05468-0807,Richard Gingras,(802) 893-2441,WWW.BUILDINGHOMECENTER.COM
Don-Vac Inc,527 Cedarvale Ln,North Hero,VT,05474-8002,Bruce Jacobs,(802) 378-5095,WWW.DONVAC.COM
Carpet Bagger,800 Marshall Ave Ste 30,Williston,VT,05495-8937,David Evarts,(802) 862-5757,WWW.THECARPETBAGGER.COM
Barre Tile Inc,PO Box 601,South Barre,VT,05670-0601,Larry Morrison,(802) 476-0912,WWW.BARRETILE.COM
Hooked On Vermont Designs,2648 Tinmouth Rd,Danby,VT,05739-9416,Duncan Snitkin,(802) 293-6009,WWW.HOOKEDONVERMONT.COM
Adventures In Decorating LLC,14 Yorkshire Ln,Avon,CT,06001-2936,Marie Speich,(860) 675-6253,WWW.ADVENTURESINDECORATING.COM
S J Masters Inc,PO Box 1085,Canaan,CT,06018-1085,Stephen Mastroianni,(860) 824-7088,WWW.SJMASTERSTILE.COM
Cook & Kozlak Flooring Ctr LLC,PO Box 311,Canton,CT,06019-0311,Mark Cook,(860) 693-2202,WWW.COOKANDKOZLAK.COM
Tile Designs New England LLC,PO Box 939,Canton,CT,06019-0939,Gary Schroen,(860) 693-1469,WWW.TILEDESIGNSNEWENGLAND.COM
Matson Rugs Inc,892 Farmington Ave,Kensington,CT,06037-2217,Jeffrey Matson,(860) 828-9969,WWW.MATSONRUGS.COM
Carpet Works,PO Box 8488,Manchester,CT,06040-0488,Gary Silverman,(860) 646-6500,WWW.CARPETWORKSLLC.COM
Cortina Tile,313 East St,Plainville,CT,06062-3275,Mario Paoletto,(860) 747-1119,WWW.CORTINATILE.COM
Fabulous Floors Inc,28 Foxcroft Rd,Vernon Rockville,CT,06066-6107,Craig Coombes,(860) 646-4682,WWW.FABULOUS-FLOORS.COM
Custom Floors,1839 Silas Deane Hwy,Rocky Hill,CT,06067-1305,Michael Caruso,(860) 257-7086,WWW.FLOORSCT.COM
Carpet One Floor & Home,PO Box 145,South Windsor,CT,06074-0145,Steven Dalene,(860) 289-4305,WWW.DALENEFLOORING.COM
Harrington Cabinets,118 Plainville Ave,Unionville,CT,06085-1276,Greg Harrington,(860) 673-5065,WWW.HARRINGTONCABINETS.COM
Johnson Floor Covering,33 Ethan Dr,Windsor,CT,06095-1667,Richard Johnson,(860) 688-1016,WWW.JOHNSONSFLOORCOVERINGS.COM
Northeast Indus Floorings Inc,90 King Spring Rd,Windsor Locks,CT,06096-1137,Ronald Rookey,(860) 292-5920,WWW.NIFEPOXYFLOOR.COM
Professnal Hrwood Flr Rstrtion,30 Arbor St,Hartford,CT,06106-1215,Howard Tisler,(860) 523-1711,WWW.PHFLOORS.COM
Kaoud Classic Persian Rugs,17 S Main St,West Hartford,CT,06107-2407,Abraham Kaoud,(860) 233-6211,WWW.KAOUD.COM
Reliable Flooring Contr LLC,102 Cherry St,East Hartford,CT,06108-2002,Juan Villamizar,(860) 289-9400,WWW.RELIABLEFLOORING.COM
Atlas Tile Carpet & Wood Flrg,1862 Berlin Tpke,Wethersfield,CT,06109-1308,Mitchell Brody,(860) 563-0151,WWW.ATLAS-TILE.COM
Color Tile,1059 Silas Deane Hwy,Wethersfield,CT,06109-4229,Lorraine Corriveau,(860) 563-8231,WWW.COLORTILE.COM
Higgins M Frank & Co Inc,780 N Mountain Rd,Newington,CT,06111-1415,Stephen Cloud,(860) 953-6826,WWW.MFHIGGINS.COM
Connecticut Home Interiors,830 Farmington Ave,West Hartford,CT,06119-1500,Thomas Hall,(860) 236-5856,WWW.CTHOMEINTERIORS.COM
Charles Petrsn Hardwd Flrs LLC,15 Browns Crossing Rd,Gales Ferry,CT,06335-1408,Charles Peterson,(860) 464-5001,WWW.CPHARDWOODFLOORS.COM
Oriental Rugs Ltd,PO Box 814,Old Lyme,CT,06371-0814,Karen Saia,(860) 434-1167,WWW.ORIENTALRUGSLTD.COM
Lassells Carpet Center Inc,320 Liberty St,Pawcatuck,CT,06379-1354,Carl Lassell,(860) 599-5656,WWW.LASSELLSCARPET.COM
B-T Tile & Carpet Company,905 Nrwich New Lndon Tpke,Uncasville,CT,06382-1917,Steven Cohen,(860) 848-9203,WWW.BTTILE.COM
Wallachs Carpet Center,130 Norwich New London Tp,Uncasville,CT,06382-2512,Leonard Wallach,(860) 848-3554,WWW.WALLACHS.COM
Neals Wood Flooring Inc,7 Businect Park Dr Ste D,Branford,CT,6405,James Neal,(203) 488-4915,WWW.NEALSFLOORING.COM
Carpet And Tile By The Mile,554 Boston Post Rd Ste 7,Milford,CT,06460-2678,Trevor Hise,(203) 882-0026,WWW.TILEBYTHEMILE.COM
Kaffen Company Inc,9 Brownson Dr,Shelton,CT,06484-2712,Kenneth Kaffen,(203) 929-6461,WWW.KAFFENCOMPANY.COM
Finest Floors By Tangredi,314 Grieb Rd,Wallingford,CT,06492-2512,Martin Tangredi,(203) 265-5257,WWW.FINESTFLOORS.COM
Reflections,90 Warner Ave,East Haven,CT,6512,Nicholas Phillips,(203) 239-7691,WWW.REFLECTIONSONWOOD.COM
Arakelian Oriental Rugs,1315 Whalley Ave,New Haven,CT,06515-1141,John Balayan,(203) 389-2171,WWW.ARAKELIANRUGS.COM
Northeast Carpet Center,280 Danbury Rd,New Milford,CT,06776-4314,Joseph Welch,(860) 354-2600,WWW.NORTHEASTCARPET.COM
Dapsco Products & Systems Inc,28 Main St,Oakville,CT,06779-1704,John Tracy,(860) 274-2564,WWW.DAPSCOPRODUCTS.COM
Gagnons Carpet,7 Elm St,Terryville,CT,06786-6001,Mark Gagnon,(860) 585-5399,WWW.GAGNONSCARPETS.COM
Appletree Design Depot Inc,PO Box 392,Washington Depot,CT,06794-0392,Gene Swanson,(860) 868-7410,WWW.APPLETREEDESIGNDEPOT.COM
Specialty Flrg Watertown LLC,1445 Main St,Watertown,CT,06795-3109,Richard Barbino,(860) 945-9333,WWW.SPECIALTYFLOORINGINC.COM
Elon Tile & Stone,22 Taylor Ave,Bethel,CT,06801-2412,Kenneth Rossomando,(203) 628-7179,WWW.ELONTILE.COM
Carpet Fair Inc,246 White St,Danbury,CT,06810-6893,Eleanor Klein,(203) 748-2478,WWW.THECARPETFAIR.COM
Tschebull Antique Carpets,8 Silver Lakes Dr,Darien,CT,06820-4815,Raoul Tschebull,(203) 655-6610,WWW.TSCHEBULLANTIQUECARPETS.COM
Carpet Right Company Inc,2276 Black Rock Tpke,Fairfield,CT,06825-3219,George Radwill,(203) 336-9118,WWW.CARPETRIGHTCO.COM
Metroflor Corp,15 Oakwood Ave Ste 2,Norwalk,CT,06850-1366,Russell Rogg,(886) 882-4407,WWW.METROFLORUSA.COM
Schaeffer Rug Cleaning,337 Westport Ave,Norwalk,CT,06851-4300,Steven Marco,(203) 847-8000,WWW.TRIPLESCLEAN.COM
Redi-Cut Carpets & Rugs,1620 Post Rd E,Westport,CT,06880-5669,Alan Arnowich,(203) 256-0414,WWW.REDI-CUTCARPETS.COM
Kaoud Carpets And Rugs,27 Danbury Rd,Wilton,CT,06897-4405,Fred Kaoud,(203) 762-0376,WWW.KAOUDORIENTALS.COM
Carpet Resources Inc,592 W Hill Rd,Stamford,CT,06902-1431,Mark Mohn,(203) 357-0077,WWW.CARPETRESOURCES.COM
Abbey Carpet,84 Commerce Rd,Stamford,CT,06902-4506,Jack Breiner,(203) 359-3622,WWW.CLASSICCARPETANDRUG.COM
Floor Covering Warehouse Inc,112 Orchard St,Stamford,CT,06902-7216,Gregg Karas,(203) 323-3113,WWW.COMCARPET.COM
Jd Staron Galleries LLC,330 Fairfield Ave Ste 1,Stamford,CT,06902-7247,Jakub Staron,(203) 351-1130,WWW.JDSTARON.COM
Superior Rug Cleaning,32 Ken Ct Ste 32,Stamford,CT,06905-1026,Edward Gagnon,(203) 322-0030,WWW.SUPERIORRUGCLEANING.COM
Executive Carpet and Beyond,1066 Hope St,Stamford,CT,06907-2110,Patrick Loglisci,(203) 322-9158,WWW.EXECARPET.COM
Aldo Carpets,794 Broadway,Bayonne,NJ,07002-3939,Aldo Benevides,(201) 437-0446,WWW.ALDOCARPETS.COM
Bloomfield Carpet & Tile Inc,172 Broad St,Bloomfield,NJ,07003-2606,Joseph Sandora,(973) 743-7264,WWW.BLOOMFIELDCARPETANDTILE.COM
Palma Inc,PO Box 2539,Bloomfield,NJ,07003-9339,Federico Palma,(973) 429-1490,WWW.PALMAINC.COM
City Carpet,461 US Highway 46 Ste 6,Fairfield,NJ,07004-1911,Erdine Olgun,(973) 276-0039,WWW.CITYCARPETS.COM
Burtons Floor Service,8 Stonybrook Rd,West Caldwell,NJ,07006-6906,Daniel Burton,(973) 226-0211,WWW.BURTONENTERPRISESINC.COM
Valiant Home Remodelers,578 Roosevelt Ave,Carteret,NJ,07008-3018,Karen Valiant,(732) 541-7966,WWW.VALIANTHOME.COM
Cliffside Flooring,643-645 Anderson Ave,Cliffside Park,NJ,7010,Hamid Amirhamzeh,(201) 941-9505,WWW.CLIFFSIDEFLOORING.COM
Treptow Floor Covering,71 Crooks Ave Ste 3,Clifton,NJ,07011-1074,Michael Mayer,(973) 478-8122,WWW.TREPTOWFLOORS.COM
Computer Floors Inc,19 Richmond St,Clifton,NJ,07011-2828,Tor Sundlin,(973) 340-3666,WWW.CFICOMPUTERFLOORS.COM
Modular Floor Technologies LLC,19 Richmond St,Clifton,NJ,07011-2828,Aly Abdin,(973) 340-8400,WWW.MODULARFLOORTECH.COM
Dundee Linoleum,421 Broad St,Clifton,NJ,07013-1407,Barry Rosenfeld,(973) 546-0616,WWW.DUNDEE.COM
Fashion Carpets Inc,816 Van Houten Ave,Clifton,NJ,07013-2033,Frank Mele,(973) 473-3167,WWW.FASHION-CARPETS.COM
Carousel Carpets,18 Robert St,Clifton,NJ,07014-1910,Peter Pluck,(973) 235-0761,WWW.CARPETDIRECTORY.US
Rug Renovating Co Inc,532 N Grove St,East Orange,NJ,07017-4909,Paul Iskyan,(973) 675-8313,WWW.RUGRENOVATING.COM
Golden Touch,429 Central Ave,East Orange,NJ,07018-2526,Dorothy Niel,(973) 672-7550,WWW.GOLDENTOUCHCARPET.COM
Rug Wash Inc,100 3rd Ave,Kearny,NJ,07032-4040,Benjamin Hatooka,(201) 998-0007,WWW.SHRUGS.COM
Regency Flooring,4215 Bergen Tpke,North Bergen,NJ,07047-2511,Gary Hazelgreen,(201) 867-2275,WWW.REGENCYCARPET.COM
Rossi & Co Inc,PO Box 505,Orange,NJ,07051-0505,Louis Rossi,(973) 674-9700,WWW.ROSSIPAINT.COM
Harty Bros Carpet & Vinyl Inc,392 Somerset St,North Plainfield,NJ,07060-4732,Alfred Vail,(908) 753-0044,WWW.HARTYBROS.COM
West Carpets Inc,385 Saint Georges Ave,Rahway,NJ,07065-2827,Adele Westerlund,(732) 499-8221,WWW.WESTCARPETS.COM
Consolidated Crpt Workroom LLC,455 Washington Ave Ste 1,Carlstadt,NJ,07072-2800,David Meberg,(201) 373-9699,WWW.CONSOLIDATEDCARPET.COM
Rodes Flooring Inc,114 Hackensack St,East Rutherford,NJ,07073-1522,Ralph Rodes,(201) 935-4900,WWW.RODESFLOORS.COM
Home Dynamix LLC,1 Carol Pl Ste 1,Moonachie,NJ,07074-1318,Rami Evar,(201) 807-0111,WWW.HOMEDYNAMIX.COM
Supreme-Metro Corp,1499 Jersey St,South Plainfield,NJ,07080-1460,Jason Ciavarro,(908) 561-3590,WWW.SUPREMEMETRO.COM
Abbott Flooring,PO Box 209,Towaco,NJ,07082-0209,Robert Abbott,(973) 335-6266,WWW.ABBOTTFLOORING.COM
Hannon Floor Covering Centers,1119 Springfield Rd Ste 4,Union,NJ,07083-8152,Frank Hannon,(908) 686-6333,WWW.HANNONFLOOR.COM
Reliable Furniture,2596 US Highway 22 E,Union,NJ,07083-8512,Anthony Tufano,(908) 964-3900,WWW.ATFURNITURE.COM
