name,phone,address,city,state,postal,primary_email,owner,contacts,other_emails,website,sources
"FLOORING SOURCE LLC","(281) 992-7373","","FRIENDSWOOD","TX","","richard@myflooringsource.net","Richard Mathews ; Lorie Matthews","","richard@myflooringsource.net; lorie@myflooringsource.net,richard@myflooringsource.net; lorie@myflooringsource.net","http://www.myflooringsource.net,","consolidated,johanna"
"JIM KLEMMER FLOORS INC","(757) 962-3845","","VIRGINIA BEACH","VA","","info@jimklemmerfloors.com","Jim Klemmer","","jim@jimklemmerfloors.com,jim@jimklemmerfloors.com","http://www.jimklemmerfloors.com/,","consolidated,johanna"
"BALLANCE RICHIE FLOORING","(252) 291-0122","","WILSON","NC","","richieballanceflooring@embarqmail.com","Richie A. Ballance ; Phyllis Ballance","","richieballanceflooring@embarqmail.com,richieballanceflooring@embarqmail.com","http://www.flooringwilsonnc.com/,","consolidated,johanna"
"FSC ACQUISITION","(309) 762-9400","","MOLINE","IL","","information@vertafore.com","; Ed Mershman","","-,-","http://www.vertafore.com/fsc,www.flickshomecenterqc.com","consolidated,johanna"
"A C & FLOOR DECOR INC.","(760) 726-9777","","OCEANSIDE","CA","","action@floordecor.org","Hassan Kany","","-,-","http://www.floordecor.org/,","consolidated,johanna"
"CUSTOM FLOORING PARTNERS INC","(317) 223-7616","","AVON","IN","","kevinbrewer@brewercustomfloorsandmore.com","Kevin Brewer ; Greg Garrison","","kevinbrewer@brewercustomfloorsandmore.com; greggarrison@brewercustomfloorsandmore.com,kevinbrewer@brewercustomfloorsandmore.com; greggarrison@brewercustomfloorsandmore.com","http://brewercustomfloorsandmore.com/,","consolidated,johanna"
"BARGAIN BARN INC.","(435) 628-0870","","SAINT GEORGE","UT","","brendac@bargainbarn.com","Lorrie Jackson","","-,-","http://www.bargainbarn.com/store/,","consolidated,johanna"
"FACTORY TILE INC","(574) 272-7000","211 Dixieway North","SOUTH BEND","IN","","N/A","-","","-,-","http://www.retailflooringstores.com/in/factorytile/,N/A,","consolidated,johanna"
"H & T CARPET INC","(615) 865-8595","","MADISON","TN","","Sales@h-tcarpet.com","Harry Tarpley","","-,-","www.htcarpetinc.com,","consolidated,johanna"
"MALOOLY'S CARPET CITY","(575) 523-0633","","LAS CRUCES","NM","","maloolysflooring@aol.com","Georgette Malooly","","-,-","www.maloolys.com/,","consolidated,johanna"
"PETERSENS HOUSE OF CARPETS","(301) 662-6717","","FREDERICK","MD","","N/A","David Peterson ; Gayle Peterson","","djpetersen@petcaf.com; gpetersen@petcaf.com,djpetersen@petcaf.com; gpetersen@petcaf.com","http://www.petersenscarpetandflooring.com/,","consolidated,johanna"
"COUNTRY CARPETS INC","(507) 634-4680","","KASSON","MN","","countrycarpets@kmtel.com","Charles Hansen","","-,-","http://www.countrycarpetsmn.com/,","consolidated,johanna"
"RODE COMPANY INC.","(317) 888-3501","","GREENWOOD","IN","","service@carpetcountry.net","Joe Rode ; Lisa Rode","","-,-","http://www.carpetcountry.net,","consolidated,johanna"
"JOHNSON & SONS CONTRACTORS","(865) 281-0002","","KNOXVILLE","TN","","N/A","Richard Johnson","","-,-","http://www.johnsonandsonscarpet.com,","consolidated,johanna"
"FLOORING DIRECT","(919) 359-0420","","CLAYTON","NC","","sales@claytonflooringdesign.com","David Wooding","","-,-","http://www.claytonflooringdesign.com/flooring.asp,","consolidated,johanna"
"TAYLOR FLOORING LTD","(902) 543-7673","","BRIDGEWATER","CN","","info@taylorflooring.com","Robert Taylor","","robert@taylorflooring.com,robert@taylorflooring.com","www.taylorflooring.com/,","consolidated,johanna"
"RELIABLE FLOOR COVERING INC","(425) 778-1121","","EDMONDS","WA","","kim@reliablefloorcoverings.com","Kevin Columbro ; Kim Wahl","","kim@reliablefloorcoverings.com,kim@reliablefloorcoverings.com","www.reliablefloorcoverings.com,","consolidated,johanna"
"J & R INDUSTRIES INC","(248) 888-1200","","FARMINGTON","MI","","N/A","-","","-,-","http://jandrindustries.com,","consolidated,johanna"
"JEFFS CARPETS & LINOLEUM INC.","(781) 871-0029","","ROCKLAND","MA","","info@jeffscarpets.com","Jeffrey V. Reale","","-,-","http://jeffscarpets.com/,","consolidated,johanna"
"BJM","(406) 651-8080","","BILLINGS","MT","","N/A","Brian J. McCarthy","","home@bjminc.com,home@bjminc.com","bjminc.com,","consolidated,johanna"
"SOLO FLOORING INC","(703) 780-1970","","ALEXANDRIA","VA","","jose@SoloFlooring.com","Jose Lopez ; Jocelyn Ponce-Lopez","","jose@SoloFlooring.com; jocelyn@SoloFlooring.com,jose@SoloFlooring.com; jocelyn@SoloFlooring.com","http://www.soloflooring.com/,","consolidated,johanna"
"DALTON CARPET CENTER INC.","(770) 389-0432","","STOCKBRIDGE","GA","","N/A, sales@daltoncc.com","Phil Nail","","-,-","http://www.daltoncarpetcenter.com/,","consolidated,johanna"
"CARPET & FLOORS MARKET INC","(301) 374-9992","","WALDORF","MD","","N/A","Ramin Ghods","","-,-","http://www.carpetandfloorsmarket.com/,","consolidated,johanna"
"FABULOUS FLOORS","(502) 241-8799","","CRESTWOOD","KY","","jill@fabulousfloors.biz","Julie McMahan ; Jill Marolwelli","","julie@fabulousfloors.biz; jill@fabulousfloors.biz,julie@fabulousfloors.biz; jill@fabulousfloors.biz","http://www.fabulousfloors.biz/contact-us/,","consolidated,johanna"
"BEST BUY CARPETS & FLOORING","(225) 216-3254","","BATON ROUGE","LA","","N/A, sales@bestbuyflooringbr.com","Toby Courville","","-,-","http://www.bestbuy.com.,http://bestbuyflooringbr.com/","consolidated,johanna"
"CORVINS FURNITURE & CARPET LLC","(502) 348-7474","","BARDSTOWN","KY","","corvinsflooring@bellsouth.net","Mark E. Corvin","","-,-","http://www.corvinsofbardstown.com/,","consolidated,johanna"
"CARPET CASTLE INC","(716) 675-9191","","WEST SENECA","NY","","carpetcastledave@aol.com","Bernice Katz","","-,-","www.flooringcastle.com/,","consolidated,johanna"
"QUALITY CARPETS","(856) 881-6911","","GLASSBORO","NJ","","N/A","Michael Graff","","-,-","http://www.qualitycarpetsinc.com/,","consolidated,johanna"
"RANOBI CORPORATION","(850) 763-1700","","PANAMA CITY","FL","","N/A, sales@carpetconnectionpc.com","Ralph Vogler","","-,-","http://www.carpetconnectionpc.com/ ; http://www.corporationwiki.com/Florida/Panama-City/ranobi-corporation-6175653.aspx,","consolidated,johanna"
"BLAIGE CORPORATION","(425) 252-2775","","EVERETT","WA","","N/A","-","","-,-","www.blaige.com,","consolidated,johanna"
"AMERICAN CARPET SALES OF","(251) 967-1700","","GULF SHORES","AL","","mgross4444@cox.net","-","","-,-","www.americancarpetsinc.com/,","consolidated,johanna"
"JAMIES CARPETSHOP INC","(440) 986-2469","","SOUTH AMHERST","OH","","N/A","Chris Zeitier","","-,-","http://www.jamiescarpetshop.com/,","consolidated,johanna"
"ENCORE FLOORING & BLDG PRODUCT","(479) 361-8900","","SPRINGDALE","AR","","N/A","Joe Frame ; Monica Frame ; Brent Hanby","","joe.frame@encoregroupusa.com; brent.hanby@encoregroupusa.com,joe.frame@encoregroupusa.com; brent.hanby@encoregroupusa.com","http://www.encoregroupusa.com,","consolidated,johanna"
"FLOOR WORKS INC","(770) 445-6263","","DALLAS","GA","","m.meau@floorworksma.com","Monique Artz-Meau ; Jeff Meau","","m.meau@floorworksma.com; j.meau@floorworksma.com,m.meau@floorworksma.com; j.meau@floorworksma.com","http://www.floorworksma.com/,","consolidated,johanna"
"A BETTER CARPET & FLOORING LLC","(203) 267-7227","","SOUTHBURY","CT","","daniel.deblasio@patch.com","Joseph Sajda III","","-,-","http://southbury.patch.com/listings/a-better-carpet-flooring-llc,","consolidated,johanna"
"FASHION FLOORS OF AUSTIN","(512) 451-5791","","AUSTIN","TX","","info@fashionfloors.com","Tim Shanahan","","tshanahan@fashionfloors.com,tshanahan@fashionfloors.com","http://www.fashionfloors.com/,","consolidated,johanna"
"MALLARY CARPET & FLOORING","(443) 749-0244","","GLEN BURNIE","MD","","sales@mallarycarpet.com","James Mallary","","james@mallarycarpet.com,james@mallarycarpet.com","http://www.mallarycarpet.com/,","consolidated,johanna"
"CAROLINA CARPET","(910) 424-0173","","FAYETTEVILLE","NC","","N/A","Deanna Alexander","","-,-","http://www.carolinacarpetfloors.com/,","consolidated,johanna"
"BAILEY LUMBER & SUPPLY CO","(228) 896-6071","","GULFPORT","MS","","macstewart@baileylumber.com","Woodrow W. Bailey","","woodybailey@baileylumber.com,woodybailey@baileylumber.com","http://www.baileylumber.com,","consolidated,johanna"
"ADAIR FLOORS N MORE INC","(414) 761-3660","","FRANKLIN","WI","","info@adairfloors.com","Rochelle Adair ; Rob Adair","","-,-","www.adairfloors.com,","consolidated,johanna"
"DELTA CARPETS LTD.","(604) 946-6291","","DELTA","CN","","deltacarpets@telus.net","Albert Beeksma ; Trevor Beeksman","","-,-","http://www.deltacarpets.bc.ca/,","consolidated,johanna"
"NEW BEGINNINGS FLOORING","(207) 512-8650","","AUGUSTA","ME","","N/A","-","","-,-","http://www.newbeginfloors.com/,","consolidated,johanna"
"WOOD'S CUSTOM FLOORS","(731) 660-8660","","JACKSON","TN","","N/A","Tim Woods ; Julie Wood","","-,-","http://woodscustomfloors.com/,","consolidated,johanna"
"HAYNES FURNITURE CO INC","(757) 497-9681","","VIRGINIA BEACH","VA","","floorcoveringservice@haynesfurniture.com","Elliz J. Strelitz","","estrelitzl@haynesfurniture.com,estrelitzl@haynesfurniture.com","http://www.haynesfurniture.com/,","consolidated,johanna"
"TERPSTRAS FLOOR CENTER INC","(815) 434-9800","402 W Madison St","OTTAWA","IL","","N/A","Larry & Donna Terpstra","","-,-","http://www.terpstrasfloorcenter.com,terpstrasfloorcenter.com,","consolidated,johanna"
"INTERIOR HOME FURNISHINGS","(989) 269-9509","","BAD AXE","MI","","N/A","James Justin","","-,-","http://interiorhomefurnishings.com/,","consolidated,johanna"
"KUHN N J ASSOCIATES D/B/A","(716) 941-6564","","BOSTON","NY","","N/A","Elaine Richter ; Bill Richter","","-,-","http://www.valleyfloorcompany.com/,","consolidated,johanna"
"JACK LAURIE FLOORS LLC","(260) 745-3971","1828 SOUTH ANTHONY BOULEVARD","FORT WAYNE","IN","","N/A","John Laurie","","john.laurie@lauriefloors.com,john.laurie@lauriefloors.com","http://www.jacklauriegroup.com,Not found,","consolidated,johanna"
"THREE RIVER DECORATING INC","(701) 642-8454","","WAHPETON","ND","","threeriversdec@702com.net","Rick DeFries","","-,-","www.threeriversdecorating.net,","consolidated,johanna"
"DECORATORS CHOICE","(607) 324-6001","","HORNELL","NY","","N/AN/A, decochoice@verizon.net","Maureen Broughton","","-,-","www.furnishingretailers.com/furnishingretaile...,","consolidated,johanna"
"SAIL-ON CARPETS INC","(585) 352-1170","","SPENCERPORT","NY","","N/A","Michael Pavone","","michael@sailoncarpets.com,michael@sailoncarpets.com","http://www.sailoncarpets.com,","consolidated,johanna"
"MIDWEST RUG","(417) 869-3030","","SPRINGFIELD","MO","","edwards1968@hotmail.com","Ron Edwards","","edwards1968@hotmail.com,edwards1968@hotmail.com","http://www.midwestrugcompany.com.,","consolidated,johanna"
"METRO FLOORS INC","(661) 942-1185","","LANCASTER","CA","","N/A","Michael Pace","","-,-","http://www.metrofloorsinc.com/,","consolidated,johanna"
"SOUTHERN FLOORING & DESIGN LLC","(850) 224-9850","","TALLAHASSEE","FL","","N/A","Shawn Yoakam","","-,-","http://www.southernflooring.net/,","consolidated,johanna"
"JIMELLE INC","(260) 925-9999","","CORUNNA","IN","","N/A","James Phillips ; Jarrod Phillips","","-,-","http://www.jimelleflooring.com,","consolidated,johanna"
"EXCELL FLOORS INC","(703) 237-9411","929 West Broad St.","FALLS CHURCH","VA","","N/A","Mike Johnson","","-,-","http://www.excelfloorsinc.com/Excel_Floors/Welcome.html,www.carpetroyalerug.com,","consolidated,johanna"
"AVANT-GARDE CARPET & FLRS INC","(301) 893-5600","","WALDORF","MD","","sid@avantgardecarpet.net","Saeed Rahai","","sid@avantgardecarpet.net,sid@avantgardecarpet.net","www.avantgardecarpet.net,","consolidated,johanna"
"PONTRICH FLOOR COVERING","(502) 633-3083","","SHELBYVILLE","KY","","N/A","Tom Pontrich","","-,-","pontrichcarpetandflooring.com,","consolidated,johanna"
"THEISS FURNITURE & CARPET","(502) 222-9449","","LA GRANGE","KY","","NA","Linda & Wayne Theiss","","; wtheiss@theisshomefurnishings.com,; wtheiss@theisshomefurnishings.com","http://www.theisshomefurnishings.com/,","consolidated,johanna"
"COMFORT CARPETS INC","(574) 255-9034","","MISHAWAKA","IN","","info@comfortcarpets.net","Les Wilkinson","","les@comfortcarpets.com,les@comfortcarpets.com","www.comfortcarpets.net/,","consolidated,johanna"
"WINKELS CARPET","(218) 346-2924","","PERHAM","MN","","N/A","Richard Winkels ; Patty Winkels","","-,-","http://www.winkelscarpet.com/,","consolidated,johanna"
"FURR HENDRON ENTERPRISES","(928) 774-6700","","FLAGSTAFF","AZ","","info@highlandsfloorcoverings.com","Mark Furr","","mark@highlandsfloorcoverings.com,mark@highlandsfloorcoverings.com","http://www.highlandsfloorcoverings.com/,","consolidated,johanna"
"SHOWCASE CARPETS","(575) 434-1338","","ALAMOGORDO","NM","","info@showcasecarpets.com","Joel Mills","","-,-","http://www.showcasecarpets.com/,","consolidated,johanna"
"KDK LLC DBA AFFORDABLE FLOORS","(908) 862-3100","","LINDEN","NJ","","mhorowitz@affordable-floors.com","Keith Kranec","","kkranec@affordable-floors.com,kkranec@affordable-floors.com","http://www.affordable-floors.com,","consolidated,johanna"
"KISS CARPET","(231) 941-0723","","TRAVERSE CITY","MI","","info@kisscarpet.com","Ken Roberts Jr.","","roberts@kisscarpet.com,roberts@kisscarpet.com","http://www.kisscarpet.com/,","consolidated,johanna"
"FLOOR CENTER OF TEXAS INC","(512) 989-7737","","AUSTIN","TX","","n/a","Garrett Koch","","-,-","http://floorcenterstx.com/,","consolidated,johanna"
"ISLAND CARPET SALES LTD","(604) 278-6256","","RICHMOND","CN","","N/A","Brad Dotchuk","","-,-","www.islandcarpet.com,","consolidated,johanna"
"WARDCRAFT HOMES INC","(785) 632-5970","","CLAY CENTER","KS","","homes@wardcraft.com","Zach Jones","","zjones@wardcraft.com,zjones@wardcraft.com","http://www.wardcraft.com/,","consolidated,johanna"
"ENGRAVS DECORATING CENTER","(507) 454-6737","","WINONA","MN","","mary@engravs.com","Mary Reeck","","mary@engravs.com,mary@engravs.com","http://www.engravs.com/,","consolidated,johanna"
"SAM'S CARPET & FURNITURE INC","(408) 238-2298","","SAN JOSE","CA","","samscarpetfurniture@yahoo.com","Sam Chang","","-,-","http://www.samscarpetfurniture.com/,","consolidated,johanna"
"PRO-CLEAN ENT.INC.","(706) 353-6086","","BOGART","GA","","N/A","Stan Chasteen","","stanc@carpetsunlimitedusa.com,stanc@carpetsunlimitedusa.com","www.carpetsunlimitedusa.com/,","consolidated,johanna"
"ONE ON ONE FLOOR COVERING LLC","(256) 828-7990","","HAZEL GREEN","AL","","N/A, 1on1flooring@gmail.com","William Cantrell","","-,-","http://oneononeflooring.com,","consolidated,johanna"
"FEEL GOOD FLOORS INC","(731) 967-0961","","LEXINGTON","TN","","N/A","George Johnson","","george@feelgoodflooring.com,george@feelgoodflooring.com","http://feelgoodfloors.com/index.php?option=com_frontpage&Itemid=1&Itemid=30,","consolidated,johanna"
"CARPETS GALORE INC","(702) 385-5252","","LAS VEGAS","NV","","carpets@wi.rr.com","Bernard Rozak","","-,-","http://www.carpetsgalore.com/,","consolidated,johanna"
"A-1 FLOORING SERVICES INC","(702) 364-2499","","LAS VEGAS","NV","","N/A","Keith Pickford","","t-monkey@juno.com,t-monkey@juno.com","http://www.lasvegasflooring.com/,","consolidated,johanna"
"FLOORQUEST LLC","(262) 646-2975","","DELAFIELD","WI","","erica@floorquest.net","-","","-,-","http://www.floorquest.net/,","consolidated,johanna"
"CARPETIME INC","(330) 478-2107","","MASSILLON","OH","","joel2@carpetime.com 
carpetimebelden@sbcglobal.net","Joel Primack Sr.","","joel2@carpetime.com,joel2@carpetime.com","www.carpetime.com,","consolidated,johanna"
"EASTMAN CARPETS INC","(252) 726-2737","4044 ARENDELL STREET","MOREHEAD CITY","NC","","frank@eastmancarpet.com","George Eastman III ; Frank Eastman","","george@eastmancarpet.com;  frank@eastmancarpet.com,george@eastmancarpet.com;  frank@eastmancarpet.com","http://www.eastmancarpet.com/,http://www.eastmancarpet.com/,","consolidated,johanna"
"ALBRIGHT FLOORCOVERING CO INC","(770) 466-1005","","LOGANVILLE","GA","","N/A","Bill Albright","","bill@albrightsfloorcovering.com,bill@albrightsfloorcovering.com","http://www.albrightsfloorcovering.com/,","consolidated,johanna"
"WOOD BROS FLOOR COVERING","(916) 443-2031","","SACRAMENTO","CA","","N/A","Vikki Wood","","diamond@surewest.net,diamond@surewest.net","http://woodbrothersfloors.com,","consolidated,johanna"
"RODGERS FLOOR COVERING INC","(859) 873-3311","","VERSAILLES","KY","","N/A","Chris Rodgers","","-,-","http://rodgers.flooringplus.com/,","consolidated,johanna"
"CARPET & FLOOR EXPRESS INC","(301) 231-7355","","ROCKVILLE","MD","","carpetexp@verizon.net","-","","-,-","http://www.carpetandfloorexpress.com/,","consolidated,johanna"
"DELANO PAINT & F/C INC","(815) 756-2951","","DEKALB","IL","","N/A, info@delanoshomedecorating.com","Jon Delano","","-,-","http://www.retailflooringstores.com/il/delano/,http://www.delanoshomedecorating.com/","consolidated,johanna"
"MCCARTNEY CARPET","(608) 296-4444","","WESTFIELD","WI","","mccartneycarpet@yahoo.com","Bill McCartney","","-,-","http://mccartneycarpet.com,","consolidated,johanna"
"ALFREDS CARPET & DECORATING","(515) 232-1306","","AMES","IA","","janice@alfredscarpet.com","Janice Alfred","","janice@alfredscarpet.com,janice@alfredscarpet.com","http://www.alfredscarpet.com/,","consolidated,johanna"
"HICKERSON FLOOR & TILE HAUS","(989) 731-2003","","GAYLORD","MI","","joe@hickersonfloor.com","Joe Hickerson ; Michele Hickerson","","joe@hickersonfloor.com,joe@hickersonfloor.com","www.hickersonfloor.com/,","consolidated,johanna"
"Rufener Furniture","(330) 925-9065","137 E. Ohio St.","Rittman","OH","","info@rufenersinc.com","Isaac Rufener","","-,-","http://rufenersfinefurniture.com/,0,","consolidated,johanna"
"DELAIRS CARPET BARN INC","(802) 223-7171","","EAST MONTPELIER","VT","","delairscarpetbarn@gmail.com","Marbara Cote","","-,-","http://delairscarpetbarn.com/,","consolidated,johanna"
"CARPET OUTLET PLUS","(661) 323-3133","","BAKERSFIELD","CA","","dfrank@carpetoutletplus.com","Mark Carroll","","mcarroll@carpetoutletplus.com,mcarroll@carpetoutletplus.com","http://www.carpetoutletplus.com,","consolidated,johanna"
"FAMILY FLOORING LLC","(757) 548-4545","","CHESAPEAKE","VA","","N/A","Jeffrey Jechura","","-,-","http://www.familyflooring.net,http://www.familyflooringchesapeake.com/","consolidated,johanna"
"MARCHIO TILE AND CARPET","(815) 838-6050","","LOCKPORT","IL","","N/A","Jim Wartenberg","","-,-","http://marchiotile.com/   not working,","consolidated,johanna"
"OWATONNA FLR CVR & MIRROR INC","(507) 451-1169","","OWATONNA","MN","","N/A","Ken Hunt","","-,-","www.dexknows.com,http://owatonnafloor.com/","consolidated,johanna"
"COMLEY'S CARPET WORKS INC","(502) 695-7650","620 Ridgeview Drive","FRANKFORT","KY","","comleyscarpet@fewpb.net","Paul Comley","","-,-","http://comleys.brandsource.biz/,","consolidated,johanna"
"RUDI'S FURNITURE & CARPET","(660) 463-2889","","CONCORDIA","MO","","N/A","Jim Harms","","-,-","http://www.rudysfurniturenc.com/,","consolidated,johanna"
"DESIGN PLUS INTERIORS LLC","(480) 807-4460","","MESA","AZ","","susan@design-plus-interiors.com","Travis Williams","","travis@design-plus-interiors.com,travis@design-plus-interiors.com","http://design-plus-interiors.com/,","consolidated,johanna"
