name,phone,address,city,state,postal,primary_email,website,owner_first,owner_last,owner,sources_count,sources,source1,source2,source3,source4,source5,source6,source7,contacts_count,contact1_first,contact1_last,contact1,contact2_first,contact2_last,contact2,contact3_first,contact3_last,contact3,other_emails_count,other_email1,other_email2,other_email3
ARIZONA TILE COMPANY,(217) 793-6922,,SPRINGFIELD,IL,,customerservice@ariztile.com,"http://www.ariztile.com,",Sheryl,Daugherty,Sheryl Daugherty,4,"consolidated,johanna,mohawk,naics",consolidated,johanna,mohawk,naics,,,,0,,,,,,,,,,2,-,-,
TROTTS QUALITY CARPET,(386) 788-0118,,SOUTH DAYTONA,FL,,trottscarpet@cfl.rr.com,"http://www.trottscarpet.com/,",Thomas,"Trott , Betty June Trott","Thomas Trott , Betty June Trott",4,"consolidated,johanna,mohawk,naics",consolidated,johanna,mohawk,naics,,,,0,,,,,,,,,,2,-,-,
EDMONDSON INC,(706) 650-0400,,AUGUSTA,GA,,N/A,"http://littlerock.citysearch.com/profile/1541324/jacksonville_ar/edmondson_inc.html,",Greg,Edmonson,Greg Edmonson,4,"consolidated,johanna,mohawk,naics",consolidated,johanna,mohawk,naics,,,,0,,,,,,,,,,2,-,-,
FRANKS FLOOR COVERING,(806) 274-3929,,BORGER,TX,,franksfloorcovering@hotmail.com,"http://www.franksfloorcovering.com/,",Frank,"Fernandez , Amy Fernandez","Frank Fernandez , Amy Fernandez",4,"consolidated,johanna,mohawk,naics",consolidated,johanna,mohawk,naics,,,,0,,,,,,,,,,2,-,-,
OWEN VALLEY FLOORING INC,(812) 879-4204,,SPENCER,IN,,N/A,"http://www.owenvalleyflooring.com/,",Ann,Hank,Ann Hank,4,"consolidated,johanna,mohawk,naics",consolidated,johanna,mohawk,naics,,,,0,,,,,,,,,,2,-,-,
BAS INC,(402) 371-4440,,NORFOLK,NE,,dalep@noresdesigncetner.com,"http://www.noresdesigncenter.com/,",Dale,Phipps,Dale Phipps,4,"consolidated,johanna,mohawk,naics",consolidated,johanna,mohawk,naics,,,,0,,,,,,,,,,2,dalep@noresdesigncetner.com,dalep@noresdesigncetner.com,
HOUSE OF FLOORS,(505) 559-9190,,ALBUQUERQUE,NM,,Ryancof3@qwestoffice.net,"http://www.houseoffloorsabq.com/,",Dennis,Fairchild,Dennis Fairchild,4,"consolidated,johanna,mohawk,naics",consolidated,johanna,mohawk,naics,,,,0,,,,,,,,,,2,HouseofFloorsabq@Qwest.net,HouseofFloorsabq@Qwest.net,
LOCATION CARPET COMPANY INC,(440) 392-2000,,WICKLIFFE,OH,,N/A,"http://www.locationcarpet.com,",Terry,Schneider,Terry Schneider,4,"consolidated,johanna,mohawk,naics",consolidated,johanna,mohawk,naics,,,,0,,,,,,,,,,2,-,-,
WRIGHT L F INC,(815) 844-7177,,PONTIAC,IL,,N/A,"http://www.wrights-furniture.com/,",Gary,Wright,Gary Wright,4,"consolidated,johanna,mohawk,naics",consolidated,johanna,mohawk,naics,,,,0,,,,,,,,,,2,gary@wrights-furniture.com,gary@wrights-furniture.com,
PERFECT FLOORS INC,(248) 650-5199,,ROCHESTER HILLS,MI,,perfectfloors@sbcglobal.net,"http://perfectfloorsinc.com/,",John,Williams,John Williams,4,"consolidated,johanna,mohawk,naics",consolidated,johanna,mohawk,naics,,,,0,,,,,,,,,,2,-,-,
DUPUY J E FLRING &ACOUSTICAL,(318) 343-1737,,MONROE,LA,,"neill@jedupuy.com
sdupuy@jedupuy.com","http://www.jedupuy.com/,",Stanley,Dupuy,Stanley Dupuy,4,"consolidated,johanna,mohawk,naics",consolidated,johanna,mohawk,naics,,,,0,,,,,,,,,,2,sdupuy@jedupuy.com,sdupuy@jedupuy.com,
HANSON FURNITURE & CARPET INC,(605) 432-9504,,MILBANK,SD,,"jim@hansonfurniture.com,chad@hansonfurniture.com,barbara@hansonfurniture.com,janice@hansonfurniture.com,rob@hansonfurniture.com,matt@hansonfurniture.com,anthony@hansonfurniture.com","http://www.hansonfurniture.com/,",Jim,Hanson,Jim Hanson,4,"consolidated,johanna,mohawk,naics",consolidated,johanna,mohawk,naics,,,,0,,,,,,,,,,2,jim@hansonfurniture.com,jim@hansonfurniture.com,
SIGNATURE FLOORS,(225) 654-7110,,ZACHARY,LA,,leads@carpetone.com,"http://www.signaturesouthernaccent.com/,",Melanie,Landry,Melanie Landry,4,"consolidated,johanna,mohawk,naics",consolidated,johanna,mohawk,naics,,,,0,,,,,,,,,,2,-,-,
J & J CARPET INC.,(318) 336-8318,,VIDALIA,LA,,marcarcher@cableone.net,"http://jandjcarpetla.com/,",Marc,Archer,Marc Archer,4,"consolidated,johanna,mohawk,naics",consolidated,johanna,mohawk,naics,,,,0,,,,,,,,,,2,marcarcher@cableone.net,marcarcher@cableone.net,
LIMA CARPET CORP,(585) 226-2180,,AVON,NY,,N/A,"http://www.limacarpet.com/,",Todd,& Renne Wenner,Todd & Renne Wenner,4,"consolidated,johanna,mohawk,naics",consolidated,johanna,mohawk,naics,,,,0,,,,,,,,,,2,-,-,
MILLINGTON FLOOR COVERING INC,(901) 872-8940,,MILLINGTON,TN,,N/A,"http://www.millingtonfloorcovering.com/html/home.html,",John,C. Petty,John C. Petty,4,"consolidated,johanna,mohawk,naics",consolidated,johanna,mohawk,naics,,,,0,,,,,,,,,,2,-,-,
MONTGOMERYS FURNITURE OUTLET,(605) 256-4000,,MADISON,SD,,N/A,"http://montgomerysfurniture.com/,",Clark,Sinclair,Clark Sinclair,4,"consolidated,johanna,mohawk,naics",consolidated,johanna,mohawk,naics,,,,0,,,,,,,,,,2,-,-,
QUALITY FLOORS,(417) 255-1727,,WEST PLAINS,MO,,N/A,"http://www.qualityfloorswestplains.net/,",Cherie,"Holmes , Chu Holmes","Cherie Holmes , Chu Holmes",4,"consolidated,johanna,mohawk,naics",consolidated,johanna,mohawk,naics,,,,0,,,,,,,,,,2,mail4cherie@gmail.com,mail4cherie@gmail.com,
WESTCOTT HINDMARSH DIST CO,(708) 331-6177,,HARVEY,IL,,N/A,"http://www.walkertile.com/,",,,-,4,"consolidated,johanna,mohawk,naics",consolidated,johanna,mohawk,naics,,,,0,,,,,,,,,,2,-,-,
RICHWELL CARPET &CABINET CTR,(641) 683-4084,,OTTUMWA,IA,,N/A,"http://www.richwellcarpet.com/,",Newell,Palen,Newell Palen,4,"consolidated,johanna,mohawk,naics",consolidated,johanna,mohawk,naics,,,,0,,,,,,,,,,2,-,-,
BALLANCE RICHIE FLOORING,(252) 291-0122,,WILSON,NC,,richieballanceflooring@embarqmail.com,"http://www.flooringwilsonnc.com/,",Richie,"A. Ballance , Phyllis Ballance","Richie A. Ballance , Phyllis Ballance",4,"consolidated,johanna,mohawk,naics",consolidated,johanna,mohawk,naics,,,,0,,,,,,,,,,2,richieballanceflooring@embarqmail.com,richieballanceflooring@embarqmail.com,
JEFFS CARPETS & LINOLEUM INC.,(781) 871-0029,,ROCKLAND,MA,,info@jeffscarpets.com,"http://jeffscarpets.com/,",Jeffrey,V. Reale,Jeffrey V. Reale,4,"consolidated,johanna,mohawk,naics",consolidated,johanna,mohawk,naics,,,,0,,,,,,,,,,2,-,-,
DALTON CARPET CENTER INC.,(770) 389-0432,,STOCKBRIDGE,GA,,"N/A, sales@daltoncc.com","http://www.daltoncarpetcenter.com/,",Phil,Nail,Phil Nail,4,"consolidated,johanna,mohawk,naics",consolidated,johanna,mohawk,naics,,,,0,,,,,,,,,,2,-,-,
KUHN N J ASSOCIATES D/B/A,(716) 941-6564,,BOSTON,NY,,N/A,"http://www.valleyfloorcompany.com/,",Elaine,"Richter , Bill Richter","Elaine Richter , Bill Richter",4,"consolidated,johanna,mohawk,naics",consolidated,johanna,mohawk,naics,,,,0,,,,,,,,,,2,-,-,
THREE RIVER DECORATING INC,(701) 642-8454,,WAHPETON,ND,,threeriversdec@702com.net,"www.threeriversdecorating.net,",Rick,DeFries,Rick DeFries,4,"consolidated,johanna,mohawk,naics",consolidated,johanna,mohawk,naics,,,,0,,,,,,,,,,2,-,-,
DECORATORS CHOICE,(607) 324-6001,,HORNELL,NY,,"N/AN/A, decochoice@verizon.net","www.furnishingretailers.com/furnishingretaile...,",Maureen,Broughton,Maureen Broughton,4,"consolidated,johanna,mohawk,naics",consolidated,johanna,mohawk,naics,,,,0,,,,,,,,,,2,-,-,
METRO FLOORS INC,(661) 942-1185,,LANCASTER,CA,,N/A,"http://www.metrofloorsinc.com/,",Michael,Pace,Michael Pace,4,"consolidated,johanna,mohawk,naics",consolidated,johanna,mohawk,naics,,,,0,,,,,,,,,,2,-,-,
AVANT-GARDE CARPET & FLRS INC,(301) 893-5600,,WALDORF,MD,,sid@avantgardecarpet.net,"www.avantgardecarpet.net,",Saeed,Rahai,Saeed Rahai,4,"consolidated,johanna,mohawk,naics",consolidated,johanna,mohawk,naics,,,,0,,,,,,,,,,2,sid@avantgardecarpet.net,sid@avantgardecarpet.net,
FLOOR CENTER OF TEXAS INC,(512) 989-7737,,AUSTIN,TX,,n/a,"http://floorcenterstx.com/,",Garrett,Koch,Garrett Koch,4,"consolidated,johanna,mohawk,naics",consolidated,johanna,mohawk,naics,,,,0,,,,,,,,,,2,-,-,
ENGRAVS DECORATING CENTER,(507) 454-6737,,WINONA,MN,,mary@engravs.com,"http://www.engravs.com/,",Mary,Reeck,Mary Reeck,4,"consolidated,johanna,mohawk,naics",consolidated,johanna,mohawk,naics,,,,0,,,,,,,,,,2,mary@engravs.com,mary@engravs.com,
DELANO PAINT & F/C INC,(815) 756-2951,,DEKALB,IL,,"N/A, info@delanoshomedecorating.com","http://www.retailflooringstores.com/il/delano/,http://www.delanoshomedecorating.com/",Jon,Delano,Jon Delano,4,"consolidated,johanna,mohawk,naics",consolidated,johanna,mohawk,naics,,,,0,,,,,,,,,,2,-,-,
CARPET OUTLET PLUS,(661) 323-3133,,BAKERSFIELD,CA,,dfrank@carpetoutletplus.com,"http://www.carpetoutletplus.com,",Mark,Carroll,Mark Carroll,4,"consolidated,johanna,mohawk,naics",consolidated,johanna,mohawk,naics,,,,0,,,,,,,,,,2,mcarroll@carpetoutletplus.com,mcarroll@carpetoutletplus.com,
RUDIS FURNITURE & CARPET,(660) 463-2889,,CONCORDIA,MO,,N/A,"http://www.rudysfurniturenc.com/,",Jim,Harms,Jim Harms,4,"consolidated,johanna,mohawk,naics",consolidated,johanna,mohawk,naics,,,,0,,,,,,,,,,2,-,-,
ARMANDS CARPET & LINO,(508) 679-2745,,FALL RIVER,MA,,n/a,"http://www.armandscarpets.com/,",Patricia,OBrien,Patricia OBrien,4,"consolidated,johanna,mohawk,naics",consolidated,johanna,mohawk,naics,,,,0,,,,,,,,,,2,-,-,
LEGATE DISCOUNT FURN,(270) 821-2050,,MADISONVILLE,KY,,N/A,"http://www.legatefurnitureworld.com/,",,,-,4,"consolidated,johanna,mohawk,naics",consolidated,johanna,mohawk,naics,,,,0,,,,,,,,,,2,-,-,
ELDRIDGE POLLARD SALES,(863) 385-6654,,SEBRING,FL,,Brannon@eldridgesdesigncenter.com,"http://eldridgesdesigncenter.com/,",Brannon,"Sparks , Eldridgre Pollard","Brannon Sparks , Eldridgre Pollard",4,"consolidated,johanna,mohawk,naics",consolidated,johanna,mohawk,naics,,,,0,,,,,,,,,,2,Brannon@eldridgesdesigncenter.com,Brannon@eldridgesdesigncenter.com,
TUSTIN CARPET & FLOORING,(714) 550-9985,,SANTA ANA,CA,,tustinflooring@yahoo.com,"http://www.tustinflooring.com,",Duke,Nguyen,Duke Nguyen,4,"consolidated,johanna,mohawk,naics",consolidated,johanna,mohawk,naics,,,,0,,,,,,,,,,2,-,-,
HILLSDALE INTERIORS INC,(517) 523-4111,,HILLSDALE,MI,,"N/A, info@hillsdaleinteriors.com","http://www.hillsdaleinteriors.com/contact-us.aspx,",Catharine,A. Bearman,Catharine A. Bearman,4,"consolidated,johanna,mohawk,naics",consolidated,johanna,mohawk,naics,,,,0,,,,,,,,,,2,cathy@hillsdaleinteriors.com,cathy@hillsdaleinteriors.com,
VARIETY FLOORS OF CARROLL INC,(740) 756-1500,,CARROLL,OH,,N/A,"http://www.varietyfloors.com/,",Doug,Kunselman,Doug Kunselman,4,"consolidated,johanna,mohawk,naics",consolidated,johanna,mohawk,naics,,,,0,,,,,,,,,,2,doug@varietyfloors.com,doug@varietyfloors.com,
ULTRA FLOORS INC,(586) 228-1609,,CLINTON TOWNSHIP,MI,,sales@ultrafloors.com,"http://www.ultrafloors.com/,",Theresa,Jones,Theresa Jones,4,"consolidated,johanna,mohawk,naics",consolidated,johanna,mohawk,naics,,,,0,,,,,,,,,,2,theresa@ultrafloors.com,theresa@ultrafloors.com,
CARPET MILL DISCOUNTERS,(410) 666-0101,,COCKEYSVILLE,MD,,N/A,"http://www.carpetmilldiscountersinc.com,",Donna,Lawrence,Donna Lawrence,4,"consolidated,johanna,mohawk,naics",consolidated,johanna,mohawk,naics,,,,0,,,,,,,,,,2,-,-,
CREATIVE CARPET & SUPPLY,(937) 548-7841,,GREENVILLE,OH,,N/A,"http://www.creativecarpet.net/,",Jack,Curry,Jack Curry,4,"consolidated,johanna,mohawk,naics",consolidated,johanna,mohawk,naics,,,,0,,,,,,,,,,2,jack@creativecarpet.net,jack@creativecarpet.net,
KITCHEN & FLOOR DECOR INC,(715) 234-1790,,RICE LAKE,WI,,N/A,"http://www.kitchenfloordecor.com/,",Carrie,Glaser,Carrie Glaser,4,"consolidated,johanna,mohawk,naics",consolidated,johanna,mohawk,naics,,,,0,,,,,,,,,,2,kfd@chibardun.net,kfd@chibardun.net,
COSTEN FLOORS INC,(804) 527-2929,,RICHMOND,VA,,info@costenfloors.com,"http://costen.flooring-professionals.com,",Ralph,L. Costen Jr.,Ralph L. Costen Jr.,4,"consolidated,johanna,mohawk,naics",consolidated,johanna,mohawk,naics,,,,0,,,,,,,,,,2,rcosten@costenfloors.com,rcosten@costenfloors.com,
CARPETS OF URBANA,(937) 653-7770,,URBANA,OH,,carpetsofurbana@yahoo,"http://www.carpetsofurbana.com/,",Steve,Jacobs,Steve Jacobs,4,"consolidated,johanna,mohawk,naics",consolidated,johanna,mohawk,naics,,,,0,,,,,,,,,,2,-,-,
CARPET OUTLETS OF TEXAS INC,(972) 279-4800,,MESQUITE,TX,,N/A,"http://www.carpetoutlets.net/,",Bruce,Moreland,Bruce Moreland,4,"consolidated,johanna,mohawk,naics",consolidated,johanna,mohawk,naics,,,,0,,,,,,,,,,2,bruce@carpetoutlets.net,bruce@carpetoutlets.net,
IMPRESSIVE FLOORS,(814) 623-0626,,BEDFORD,PA,,N/A,"http://www.impressivefloors.net,",Craig,Press,Craig Press,4,"consolidated,johanna,mohawk,naics",consolidated,johanna,mohawk,naics,,,,0,,,,,,,,,,2,-,-,
FLOOR SHOP INC THE,(760) 591-3932,,SAN MARCOS,CA,,david@charlesvangelder.com,"http://www.homeremodelingcenter.net/,",Rosemary,Curtis,Rosemary Curtis,4,"consolidated,johanna,mohawk,naics",consolidated,johanna,mohawk,naics,,,,0,,,,,,,,,,2,-,-,
MILLER CUSTOM FLOORS LLC,(507) 665-4407,,LE SUEUR,MN,,"N/A, www.millercustomfloors@hotmail.com","http://millercustomfloorsmn.com/,http://www.millercustomfloors.com/",Kendra,"Miller , Jamie Miller","Kendra Miller , Jamie Miller",4,"consolidated,johanna,mohawk,naics",consolidated,johanna,mohawk,naics,,,,0,,,,,,,,,,2,-,-,
FASHION STORE INC,(217) 784-4830,,GIBSON CITY,IL,,N/A,"http://www.thefashionshopinc.com/,",Scot,"Moody , Marsha Moody","Scot Moody , Marsha Moody",4,"consolidated,johanna,mohawk,naics",consolidated,johanna,mohawk,naics,,,,0,,,,,,,,,,2,-,-,
PASADENA FLOORS INC.,(410) 768-2640,,PASADENA,MD,,N/A,"http://www.pasadenafloors.com,",Marty,Kinder,Marty Kinder,4,"consolidated,johanna,mohawk,naics",consolidated,johanna,mohawk,naics,,,,0,,,,,,,,,,2,mkinder@pasadenafloors.com,mkinder@pasadenafloors.com,
DAVIDS FLOOR COV & SUPPLIES,(479) 524-0043,,SILOAM SPRINGS,AR,,N/A,"http://www.davidsfloorcovering.com/default.asp,",David,Eagleton,David Eagleton,4,"consolidated,johanna,mohawk,naics",consolidated,johanna,mohawk,naics,,,,0,,,,,,,,,,2,-,-,
REINHOLD FLOORING,(314) 894-1319,,SAINT LOUIS,MO,,steve@reinhold-flooring.com,"http://www.reinholdflooring.com/,",Steve,Reinhold,Steve Reinhold,4,"consolidated,johanna,mohawk,naics",consolidated,johanna,mohawk,naics,,,,0,,,,,,,,,,2,steve@reinhold-flooring.com,steve@reinhold-flooring.com,
LAVY CARPET SALES & SERV LLC,(740) 455-6201,,ZANESVILLE,OH,,N/A,"HTTP://www.lavycarpet.com,",Bob,Lavy,Bob Lavy,4,"consolidated,johanna,mohawk,naics",consolidated,johanna,mohawk,naics,,,,0,,,,,,,,,,2,-,-,
VILLAGE CPT SHOP,(870) 425-6919,,MOUNTAIN HOME,AR,,N/A,"http://www.villagecarpet-shop.com/,",,,-,4,"consolidated,johanna,mohawk,naics",consolidated,johanna,mohawk,naics,,,,0,,,,,,,,,,2,-,-,
BROWNS FURNITURE,(620) 624-3482,,LIBERAL,KS,,brownsfurnitureaj@hotmail.com,"http://brownsfurnitureliberal.com/Home/tabid/14865/Default.aspx,",Alan,Brown,Alan Brown,4,"consolidated,johanna,mohawk,naics",consolidated,johanna,mohawk,naics,,,,0,,,,,,,,,,2,-,-,
A J CARPET & FLOORING,(703) 753-0425,,GAINESVILLE,VA,,ajcarpet@verizon.net,"http://www.ajcarpetflooring.com,",Akbar,Chehreh,Akbar Chehreh,4,"consolidated,johanna,mohawk,naics",consolidated,johanna,mohawk,naics,,,,0,,,,,,,,,,2,a.chehreh@ajcarpetflooring.com,a.chehreh@ajcarpetflooring.com,
FLOOR MART WEST,(803) 957-7883,,LEXINGTON,SC,,lisaseeby_floormartwest@windstream.net,"http://www.floormartwest.com,",Charlie,Huggins,Charlie Huggins,4,"consolidated,johanna,mohawk,naics",consolidated,johanna,mohawk,naics,,,,0,,,,,,,,,,2,-,-,
NU FLOOR INC,(205) 343-2200,,TUSCALOOSA,AL,,N/A,"http://www.nu-floors.com,",Jeff,Clark,Jeff Clark,4,"consolidated,johanna,mohawk,naics",consolidated,johanna,mohawk,naics,,,,0,,,,,,,,,,2,-,-,
BAREFOOT FLOORING INC,(910) 772-1735,,CASTLE HAYNE,NC,,"N/A, info@barefootflooring.com","http://www.barefootflooring.com/,",Lee,Wilson,Lee Wilson,4,"consolidated,johanna,mohawk,naics",consolidated,johanna,mohawk,naics,,,,0,,,,,,,,,,2,-,-,
MILLERS OF CLAFLIN INC,(620) 587-3601,,CLAFLIN,KS,,N/A,"http://www.millersofclaflin.com,",Bill,Miller,Bill Miller,4,"consolidated,johanna,mohawk,naics",consolidated,johanna,mohawk,naics,,,,0,,,,,,,,,,2,-,-,
WANCOR INC,(435) 586-3232,,CEDAR CITY,UT,,N/A,"http://www.pioneerfloor.com/,",Rob,Wankier,Rob Wankier,4,"consolidated,johanna,mohawk,naics",consolidated,johanna,mohawk,naics,,,,0,,,,,,,,,,2,rwankier@netutah.com,rwankier@netutah.com,
FLOORCO DESIGN CENTER,(405) 790-0309,,OKLAHOMA CITY,OK,,N/A,"http://www.floorco-designcenter.com/,",Mark,Schnoor,Mark Schnoor,4,"consolidated,johanna,mohawk,naics",consolidated,johanna,mohawk,naics,,,,0,,,,,,,,,,2,mark.floorco@coxinet.ne,mark.floorco@coxinet.ne,
ELCO FLOOR COVERINGS INC,(717) 866-1368,,MYERSTOWN,PA,,diem701@comcast.net,"http://www.elcofloor.com/,",Ronald,Diem,Ronald Diem,4,"consolidated,johanna,mohawk,naics",consolidated,johanna,mohawk,naics,,,,0,,,,,,,,,,2,diem701@comcast.net,diem701@comcast.net,
HOME IMPROVEMENT GALLERY INC,(518) 745-5097,,SOUTH GLENS FALLS,NY,,N/A,"http://www.homeimprovementgallery.net,www.homeimprovementgallery.com",Paul,Girard,Paul Girard,4,"consolidated,johanna,mohawk,naics",consolidated,johanna,mohawk,naics,,,,0,,,,,,,,,,2,-,-,
QUALITY FLOORING,(601) 736-5113,,COLUMBIA,MS,,N/A,"http://www.qualityfloorsinc.com/,",John,Bennett,John Bennett,4,"consolidated,johanna,mohawk,naics",consolidated,johanna,mohawk,naics,,,,0,,,,,,,,,,2,-,-,
RICKS PARK N SAVE INC,(740) 773-2258,,CHILLICOTHE,OH,,rrichter@ricksparknsave.com,"http://www.ricksparknsave.com,",M.,Richard Richter II,M. Richard Richter II,4,"consolidated,johanna,mohawk,naics",consolidated,johanna,mohawk,naics,,,,0,,,,,,,,,,2,rrichter@ricksparknsave.com,rrichter@ricksparknsave.com,
ZEBULON FLOOR COVERING,(770) 567-3365,,ZEBULON,GA,,zebfloor@bellsouth.net,"http://zebulonfloorcovering.com/,",Michael,Griffith,Michael Griffith,4,"consolidated,johanna,mohawk,naics",consolidated,johanna,mohawk,naics,,,,0,,,,,,,,,,2,-,-,
CARPET DEPOT INC,(941) 753-5200,,BRADENTON,FL,,bhurter@bestvaluecarpet.com,"http://www.bestvaluecarpet.com/,",Bud,Hunter,Bud Hunter,4,"consolidated,johanna,mohawk,naics",consolidated,johanna,mohawk,naics,,,,0,,,,,,,,,,2,bhurter@bestvaluecarpet.com,bhurter@bestvaluecarpet.com,
COLOUR PALETTE CORPORATION,(317) 398-9544,,SHELBYVILLE,IN,,JKelsay@colourpalette.net,"http://colourpalette.net/,",Greg,"Kelsay , Erick Bullerdick","Greg Kelsay , Erick Bullerdick",4,"consolidated,johanna,mohawk,naics",consolidated,johanna,mohawk,naics,,,,0,,,,,,,,,,2,ebullerdick@colourpalette.com,ebullerdick@colourpalette.com,
COOPER JOHN J ENTERPRISES,(573) 860-3764,,SULLIVAN,MO,,N/A,"http://www.hoppyinteriors.com/,",,,-,4,"consolidated,johanna,mohawk,naics",consolidated,johanna,mohawk,naics,,,,0,,,,,,,,,,2,-,-,
HALES CORNERS FLOOR COVERING,(414) 425-5050,,HALES CORNERS,WI,,N/A,"http://www.halescornersfloors.com/,",David,Christensen,David Christensen,4,"consolidated,johanna,mohawk,naics",consolidated,johanna,mohawk,naics,,,,0,,,,,,,,,,2,-,-,
SANFORD CARPET INC,(407) 322-3241,,SANFORD,FL,,"N/A, info@sanfordcarpet.com","http://sanfordcarpet.com/,",Ira,"Abramson , Barbara Abramson","Ira Abramson , Barbara Abramson",4,"consolidated,johanna,mohawk,naics",consolidated,johanna,mohawk,naics,,,,0,,,,,,,,,,2,Ira@sanfordcarpet.com,Ira@sanfordcarpet.com,
ANSELONE FLOORING INC,(508) 339-4448,,MANSFIELD,MA,,N/A,"http://www.anseloneflooring.com/,",Charles,Anselone,Charles Anselone,4,"consolidated,johanna,mohawk,naics",consolidated,johanna,mohawk,naics,,,,0,,,,,,,,,,2,-,-,
QUALITY FLOOR SERVICES,(828) 692-7439,,HENDERSONVILLE,NC,,admin@qualityfloorservice.org,"http://qualityfloorservice.org/,",Chris,Mofitt,Chris Mofitt,4,"consolidated,johanna,mohawk,naics",consolidated,johanna,mohawk,naics,,,,0,,,,,,,,,,2,chris@qualityfloorservice.org,chris@qualityfloorservice.org,
C & M FLOOR COVERING INC,(508) 999-6018,,NEW BEDFORD,MA,,N/A,"http://www.candmfloorcovering.com/,",Maria,"Cabral , Jose Cabral","Maria Cabral , Jose Cabral",4,"consolidated,johanna,mohawk,naics",consolidated,johanna,mohawk,naics,,,,0,,,,,,,,,,2,cabralmaria51@yahoo.com,cabralmaria51@yahoo.com,
CARPETLAND & MORE INC,(413) 782-7000,,SPRINGFIELD,MA,,N/A,"http://www.carpetlandandmore.com/,",George,Petitt,George Petitt,4,"consolidated,johanna,mohawk,naics",consolidated,johanna,mohawk,naics,,,,0,,,,,,,,,,2,-,-,
BOMBERGERS STORE INC,(717) 626-3333,,LITITZ,PA,,hardware@bombergersstore.com,"http://www.bombergers.com/,",Henry,Bomberger,Henry Bomberger,4,"consolidated,johanna,mohawk,naics",consolidated,johanna,mohawk,naics,,,,0,,,,,,,,,,2,hbomberger@bombergersstore.com,hbomberger@bombergersstore.com,
HORIZON FLOORS,(908) 859-3311,,EASTON,PA,,N/A,"http://www.horizonfloorsllc.com/,",,,-,4,"consolidated,johanna,mohawk,naics",consolidated,johanna,mohawk,naics,,,,0,,,,,,,,,,2,-,-,
CARPET CABIN INC,(479) 646-6600,,FORT SMITH,AR,,edcarpetcabin@yahoo.com,"http://www.carpetcabin.net/,",Donna,"Merrill , Wayne Childers , Leigh Ann Childers","Donna Merrill , Wayne Childers , Leigh Ann Childers",4,"consolidated,johanna,mohawk,naics",consolidated,johanna,mohawk,naics,,,,0,,,,,,,,,,2,-,-,
GOODS FLOOR STORE INC.,(217) 875-1551,,DECATUR,IL,,goodsfloorstore@yahoo.com,"http://www.goodsfloorstore.com,",Ed,& Nancy Good,Ed & Nancy Good,4,"consolidated,johanna,mohawk,naics",consolidated,johanna,mohawk,naics,,,,0,,,,,,,,,,2,-,-,
C-SIDE DECORATING INC,(361) 729-9588,,ROCKPORT,TX,,lee@csidedecorating.com,"http://www.csidedecorating.com,",Lee,Hutchinson,Lee Hutchinson,4,"consolidated,johanna,mohawk,naics",consolidated,johanna,mohawk,naics,,,,0,,,,,,,,,,2,lee@csidedecorating.com,lee@csidedecorating.com,
SHARP CARPET FACTORY OUTLET,(205) 942-1110,,HOMEWOOD,AL,,N/A,"http://www.sharpcarpet.com/,",Richard,Wann,Richard Wann,4,"consolidated,johanna,mohawk,naics",consolidated,johanna,mohawk,naics,,,,0,,,,,,,,,,2,-,-,
TOWN & COUNTRY CARPETS,(229) 294-9357,,PELHAM,GA,,N/A,"http://www.towncountrycarpets.com/,",Nelson,Hurst,Nelson Hurst,4,"consolidated,johanna,mohawk,naics",consolidated,johanna,mohawk,naics,,,,0,,,,,,,,,,2,-,-,
CARPETS WITH A TWIST INC,(732) 758-9000,,RED BANK,NJ,,N/A,"http://www.carpetswithatwist.com/,",Craig,Knox,Craig Knox,4,"consolidated,johanna,mohawk,naics",consolidated,johanna,mohawk,naics,,,,0,,,,,,,,,,2,craig@carpetswithatwist.com,craig@carpetswithatwist.com,
PRINCETON CARPET INC,(815) 879-0005,,PRINCETON,IL,,wcarpet@frontier.com,"http://www.wyanetcarpet.com/,",,,-,4,"consolidated,johanna,mohawk,naics",consolidated,johanna,mohawk,naics,,,,0,,,,,,,,,,2,-,-,
WINDY CITY CARPET TIME INC,(815) 469-9092,,MOKENA,IL,,N/A,"http://www.carpettimeinc.com,",James,Fox,James Fox,4,"consolidated,johanna,mohawk,naics",consolidated,johanna,mohawk,naics,,,,0,,,,,,,,,,2,-,-,
HOUSE OF CARPETS LLC,(318) 868-3671,,SHREVEPORT,LA,,info@houseofcarpets.net,"http://www.houseofcarpets.net/,",Mark,Harrison,Mark Harrison,4,"consolidated,johanna,mohawk,naics",consolidated,johanna,mohawk,naics,,,,0,,,,,,,,,,2,mark@houseofcarpets.net,mark@houseofcarpets.net,
SELANDS INC,(608) 452-3129,,COON VALLEY,WI,,N/A,"http://www.selandsflooring.com,",Diane,Seland  / Timothy Seland,Diane Seland  / Timothy Seland,4,"consolidated,johanna,mohawk,naics",consolidated,johanna,mohawk,naics,,,,0,,,,,,,,,,2,-,-,
DISTINCTIVE FLOORING,(618) 684-5320,,MURPHYSBORO,IL,,"N/A, distinctiveflooring@hotmail.com","http://www.shopdistinctiveflooring.com/contacts.php,",Keith,Stokes,Keith Stokes,4,"consolidated,johanna,mohawk,naics",consolidated,johanna,mohawk,naics,,,,0,,,,,,,,,,2,-,-,
